   1 Amphora-Dressel20
   1 Basin-Gen
   1 Bead
   1 Cookware-Casserole-African-Lamboglia10a
   1 Cookware-FlatLid-African-Hayes196classic_varA
   3 Cookware-Lid
   1 Cup-Gen
   1 FragmentMetal
   1 Jug/Bottle
   2 Jug-Gen
  14 Olla
   1 Olla-E
   2 Sherd-PreRom-BlackGloss
   3 Testello
