ID,SF or Cat no,Ctxt ID,Object category,Condition,Obj Type,Firm ID?,Description,Quantity,Height cm,Width cm,Length cm,Depth cm,Diameter cm,Rim dia cm,Base dia cm,Material,Technique,Appearance,Stylistic date,Figure no,Obj Illustration,Out of copyright,Notes,VS parallels
2905,PisaPDM7086j,PisaPDM7086,,fragmentary,Beaker,Y,rim,1,,,,,,5.9,,Glass,,,400-450; 450-500; 500-550; 550-600; 600-650; 650-700,,0,FALSE,,
2964,PisaPDM7090ac,PisaPDM7090,,fragmentary,Beaker,Y,base,1,,,,,,,,Pottery/ceramic,,,before 250,,0,FALSE,,
3052,PisaPDM7106d,PisaPDM7106,,fragmentary,Beaker,Y,rim,1,,,,,,5,,Glass,,,300-350; 350-400,,0,FALSE,,
3193,PisaPDM8311e,PisaPDM8311,,fragmentary,Beaker,Y,rim,1,,,,,,4.5,,Glass,,,300-350; 350-400,,0,FALSE,,
3194,PisaPDM8311f,PisaPDM8311,,fragmentary,Beaker,Y,rim,1,,,,,,4.8,,Glass,,,300-350; 350-400,,0,FALSE,,
3486,PisaPDM8436b,PisaPDM8436,,fragmentary,Beaker,Y,rim,1,,,,,,5.1,,Glass,,,300-350; 350-400,,0,FALSE,,
3517,PisaPDM8439ad,PisaPDM8439,,fragmentary,Beaker,Y,base,1,,,,,,,5.4,Glass,,,300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; 650-700,,0,FALSE,,
2599,PisaPDM7012x,PisaPDM7012,,fragmentary,Beaker/Goblet,Y,rim,1,,,,,,6.1,,Glass,,,400-450; 450-500; 500-550; 550-600; 600-650; 650-700,,0,FALSE,,
2934,PisaPDM7088e,PisaPDM7088,,fragmentary,Beaker-Ricci_I.156,Y,base,1,,,,,,,5,Pottery/ceramic,,,before 250,,0,FALSE,,
2574,PisaPDM7011f,PisaPDM7011,,fragmentary,Beaker-Ricci_I.16,Y,rim,3,,,,,,6.5,,Pottery/ceramic,,,before 250,,0,FALSE,,
2719,PisaPDM7022f,PisaPDM7022,,fragmentary,Beaker-Ricci_I.173,Y,,1,,,,,,,,Pottery/ceramic,,,before 250,,0,FALSE,,
3445,PisaPDM8417s,PisaPDM8417,,fragmentary,Beaker-Ricci_I.22,Y,rim,1,,,,,,5.2,,Pottery/ceramic,,,before 250,,0,FALSE,,
3196,PisaPDM8311h,PisaPDM8311,,fragmentary,Beaker-Ricci_I.57,Y,rim,1,,,,,,6.8,,Pottery/ceramic,,,before 250,,0,FALSE,,
2965,PisaPDM7090ad,PisaPDM7090,,fragmentary,Beaker-Ricci_I.8,Y,rim,1,,,,,,8.4,,Pottery/ceramic,,,before 250,,0,FALSE,,
2743,PisaPDM7030o,PisaPDM7030,,fragmentary,Bottle/Ampulla,Y,base,1,,,,,,,2.5,Glass,,,400-450; 450-500; 500-550; 550-600; 600-650; 650-700,,0,FALSE,,
2596,PisaPDM7012u,PisaPDM7012,,fragmentary,Bottle-FunnelRim,N,rim outward-curving,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
2568,PisaPDM7010g,PisaPDM7010,,fragmentary,Bottle-Gen,Y,wall,1,,,,,,,,Glass,,,500-550; 550-600; 600-650; 650-700,,0,FALSE,,
2595,PisaPDM7012t,PisaPDM7012,,fragmentary,Bottle-Gen,N,wall - waves decoration,1,,,,,,,,Pottery/ceramic,,incised decoration,,,0,FALSE,,
2702,PisaPDM7016cf,PisaPDM7016,,fragmentary,Bottle-Gen,Y,base,1,,,,,,,3.1,Glass,,,300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; 650-700,,0,FALSE,,
3383,PisaPDM8400bv,PisaPDM8400,,fragmentary,Bottle-Gen,Y,wall,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3437,PisaPDM8417k,PisaPDM8417,,fragmentary,Bottle-Gen,Y,wall - lightly varnished,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3005,PisaPDM7095c,PisaPDM7095,,fragmentary,Bowl-ARSW-A1-Lamboglia18,Y,rim,1,,,,,,16,,Pottery/ceramic,,,before 250,,0,FALSE,,
3245,PisaPDM8396i,PisaPDM8396,,fragmentary,Bowl-ARSW-A2-Lamboglia23,Y,rim,1,,,,,,20,,Pottery/ceramic,,,before 250,,0,FALSE,,
3054,PisaPDM7107a,PisaPDM7107,,fragmentary,Bowl-ARSW-C3-Hayes50,Y,rim,1,,,,,,20,,Pottery/ceramic,,,350-400; 400-450,,0,FALSE,,
3247,PisaPDM8396k,PisaPDM8396,,fragmentary,Bowl-ARSW-C3-Hayes50,Y,rim,1,,,,,,25,,Pottery/ceramic,,,350-400; 400-450,,0,FALSE,,
2632,PisaPDM7016q,PisaPDM7016,,fragmentary,Bowl-ARSW-C5-Hayes84,Y,rim,1,,,,,,30,,Pottery/ceramic,,incised decoration; rouletted decoration,450-500; 500-550,,0,FALSE,,
3248,PisaPDM8396l,PisaPDM8396,,fragmentary,Bowl-ARSW-C-Lamboglia40bis,Y,wall,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3459,PisaPDM8419m,PisaPDM8419,,fragmentary,Bowl-ARSW-C-Lamboglia40bis,Y,rim,1,,,,,,21,,Pottery/ceramic,,abraded,250-300; 300-350; before 250,,0,FALSE,,
2746,PisaPDM7034c,PisaPDM7034,,fragmentary,Bowl-ARSW-D1-Conimbriga1975tLXXIIn92,Y,rim,1,,,,,,,,Pottery/ceramic,,,350-400; 400-450; 450-500,,0,FALSE,,
2643,PisaPDM7016ab,PisaPDM7016,,fragmentary,Bowl-ARSW-D1-Hayes50B,Y,rim,2,,,,,,27,,Pottery/ceramic,,,350-400,,0,FALSE,,
3134,PisaPDM8307p,PisaPDM8307,,fragmentary,Bowl-ARSW-D1-Hayes51B,Y,rim (thickened; triangular section w 1 groove),1,,,,,27,,,Pottery/ceramic,,incised decoration,300-350; 350-400,,0,FALSE,,
2722,PisaPDM7026c,PisaPDM7026,,fragmentary,Bowl-ARSW-D1-Hayes67,Y,rim,1,,,,,,22,,Pottery/ceramic,,,350-400; 400-450,,0,FALSE,,
2749,PisaPDM7034f,PisaPDM7034,,fragmentary,Bowl-ARSW-D1-Hayes76n4,Y,rim,1,,,,,,21,,Pottery/ceramic,,,350-400; 400-450; 450-500,,0,FALSE,,
3136,PisaPDM8307r,PisaPDM8307,,fragmentary,Bowl-ARSW-D1-Lamboglia51/51A,N,wall; decorated on ext w 1 impressed rib,1,,,,,,,,Pottery/ceramic,,applied decoration,300-350; 350-400; 400-450,,0,FALSE,,
3430,PisaPDM8417d,PisaPDM8417,,fragmentary,Bowl-ARSW-D1-Lamboglia51/51A,Y,rim,1,,,,,,34,,Pottery/ceramic,,,300-350; 350-400; 400-450,,0,FALSE,,
2647,PisaPDM7016af,PisaPDM7016,,fragmentary,Bowl-ARSW-D1-Lamboglia53bis,Y,rim,1,,,,,,32,,Pottery/ceramic,,,350-400; 400-450,,0,FALSE,,
2807,PisaPDM7044k,PisaPDM7044,,fragmentary,Bowl-ARSW-D1-Lamboglia53bis,Y,rim,1,,,,,,,,Pottery/ceramic,,,350-400; 400-450,,0,FALSE,,
3319,PisaPDM8400k,PisaPDM8400,,fragmentary,Bowl-ARSW-D1-Waage1948_tIX_n859;862,Y,rim,1,,,,,,32,,Pottery/ceramic,,,450-500; 500-550,,0,FALSE,,
2634,PisaPDM7016s,PisaPDM7016,,fragmentary,Bowl-ARSW-D2-AtlanteXLVI7,Y,rim,1,,,,,,44,,Pottery/ceramic,,,450-500; 500-550,,0,FALSE,,
2888,PisaPDM7080c,PisaPDM7080,,fragmentary,Bowl-ARSW-D2-Deneauve1972tII_C771_I,Y,rim,1,,,,,,26,,Pottery/ceramic,,,300-350; 350-400; 400-450; 450-500,,0,FALSE,,
2640,PisaPDM7016y,PisaPDM7016,,fragmentary,Bowl-ARSW-D2-Hayes104A,Y,rim,1,,,,,,28,,Pottery/ceramic,,,450-500; 500-550; 550-600,,0,FALSE,,
2641,PisaPDM7016z,PisaPDM7016,,fragmentary,Bowl-ARSW-D2-Hayes104A,Y,rim,1,,,,,,30,,Pottery/ceramic,,,450-500; 500-550; 550-600,,0,FALSE,,
3025,PisaPDM7096f,PisaPDM7096,,fragmentary,Bowl-ARSW-D2-Hayes104A,Y,rim,1,,,,,,28,,Pottery/ceramic,,,450-500; 500-550; 550-600,,0,FALSE,,
2803,PisaPDM7044g,PisaPDM7044,,fragmentary,Bowl-ARSW-D2-Hayes104A-variantA1early,Y,rim,1,,,,,,36,,Pottery/ceramic,,,450-500; 500-550,,0,FALSE,,
2804,PisaPDM7044h,PisaPDM7044,,fragmentary,Bowl-ARSW-D2-Hayes104B,Y,rim,1,,,,,,36,,Pottery/ceramic,,,500-550; 550-600,,0,FALSE,,
2805,PisaPDM7044i,PisaPDM7044,,fragmentary,Bowl-ARSW-D2-Hayes104B,Y,rim,1,,,,,,37,,Pottery/ceramic,,,500-550; 550-600,,0,FALSE,,
2806,PisaPDM7044j,PisaPDM7044,,fragmentary,Bowl-ARSW-D2-Hayes104B,Y,rim,2,,,,,,,,Pottery/ceramic,,,500-550; 550-600,,0,FALSE,Size uncertain; but between 20 & 29 cm dia,
2802,PisaPDM7044f,PisaPDM7044,,fragmentary,Bowl-ARSW-D2-Hayes104n22,Y,rim,1,,,,,,36,,Pottery/ceramic,,,550-600; 600-650,,0,FALSE,,
3316,PisaPDM8400h,PisaPDM8400,,fragmentary,Bowl-ARSW-D2-Hayes64,Y,rim,1,,,,,,29,,Pottery/ceramic,,,500-550; 550-600,,0,FALSE,,
2645,PisaPDM7016ad,PisaPDM7016,,fragmentary,Bowl-ARSW-D2-Hayes87A,Y,rim,1,,,,,,26,,Pottery/ceramic,,,450-500; 500-550,,0,FALSE,,
2842,PisaPDM7061b,PisaPDM7061,,fragmentary,Bowl-ARSW-D2-Hayes87A,Y,rim,1,,,,,,29,,Pottery/ceramic,,,450-500; 500-550,,0,FALSE,,
2808,PisaPDM7044l,PisaPDM7044,,fragmentary,Bowl-ARSW-D2-Lamboglia59=Hayes79,Y,rim,1,,,,,,18,,Pottery/ceramic,,,400-450; 450-500,,0,FALSE,,
3318,PisaPDM8400j,PisaPDM8400,,fragmentary,Bowl-ARSW-D2-Lamboglia60,Y,rim,1,,,,,,20,,Pottery/ceramic,,,500-550; 550-600,,0,FALSE,,
3228,PisaPDM8339p,PisaPDM8339,,fragmentary,Bowl-Gen,Y,base,1,,,,,,,,Pottery/ceramic,,clay red; clay yellow,,,0,FALSE,,
3423,PisaPDM8405ae,PisaPDM8405,,fragmentary,ClampCurved,Y,,1,,,,,,,,Cu alloy,,,,4.21,0,FALSE,,
3260,PisaPDM8396x,PisaPDM8396,,fragmentary,ClosedVessel,Y,neck,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
2689,PisaPDM7016bs,PisaPDM7016,,fragmentary,Cookware-Basin-Spouted,Y,rim,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
2735,PisaPDM7030h,PisaPDM7030,,fragmentary,Cookware-Bowl,N,base,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
2742,PisaPDM7030n,PisaPDM7030,,fragmentary,Cookware-Bowl,Y,rim,1,,,,,,,,Pottery/ceramic,,slip red,,,0,FALSE,,
3328,PisaPDM8400t,PisaPDM8400,,fragmentary,Cookware-Bowl,Y,rim,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3376,PisaPDM8400bo,PisaPDM8400,,fragmentary,Cookware-Bowl,Y,rim,1,,,,,,,12.3,Pottery/ceramic,,,,,0,FALSE,,
2736,PisaPDM7030i,PisaPDM7030,,fragmentary,Cookware-Bowl-Deep,Y,"wall - no size given but described as ""large deep bowl-lid""",1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
2695,PisaPDM7016by,PisaPDM7016,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,wall,1,,,,,,,,Pottery/ceramic,,,250-300; 300-350; 350-400; 400-450; before 250,,0,FALSE,,
2764,PisaPDM7037d,PisaPDM7037,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,wall,1,,,,,,,,Pottery/ceramic,,,250-300; 300-350; 350-400; 400-450; before 250,,0,FALSE,,
2812,PisaPDM7045b,PisaPDM7045,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,wall,1,,,,,,,,Pottery/ceramic,,,250-300; 300-350; 350-400; 400-450; before 250,,0,FALSE,,
3100,PisaPDM8203k,PisaPDM8203,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,rim; varnish type A2 on int,1,,,,,,30,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3160,PisaPDM8307ap,PisaPDM8307,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,rim; varnish type A2 on int,1,,,,,,31,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3186,PisaPDM8308d,PisaPDM8308,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,rim; polishing in stripes,1,,,,,,25,,Pottery/ceramic,,polished,250-300; before 250,,0,FALSE,,
3231,PisaPDM8339s,PisaPDM8339,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,rim; varnish type A2 on int,1,,,,,,34,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3263,PisaPDM8396aa,PisaPDM8396,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,wall; varnish type A2 on int,1,,,,,,,,Pottery/ceramic,,,250-300; 300-350; 350-400; 400-450; before 250,,0,FALSE,,
3388,PisaPDM8400ca,PisaPDM8400,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,rim; varnish type A2 on int,1,,,,,,20,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
3438,PisaPDM8417l,PisaPDM8417,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,base; varnish type A2 on int,1,,,,,,,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3439,PisaPDM8417m,PisaPDM8417,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,rim; varnish type A2 on ext,1,,,,,,30,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
3478,PisaPDM8419af,PisaPDM8419,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,rim; varnish type A2 on int,1,,,,,,34,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3479,PisaPDM8419ag,PisaPDM8419,,fragmentary,Cookware-Bowl-Deep-African-Lamboglia9a,Y,rim; varnish type A2 on int,1,,,,,,28,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
2692,PisaPDM7016bv,PisaPDM7016,,fragmentary,Cookware-Bowl-InwardCurvingRim,Y,rim,1,,,,,,16.8,,Pottery/ceramic,,,,,0,FALSE,,
2671,PisaPDM7016bc,PisaPDM7016,,fragmentary,Cookware-Casserole,Y,rim & wall (flat rim),1,,,,,,19.8,,Pottery/ceramic,,,,,0,FALSE,,
2672,PisaPDM7016bd,PisaPDM7016,,fragmentary,Cookware-Casserole,Y,rim & wall (rounded rim),1,,,,,,20.8,,Pottery/ceramic,,,,,0,FALSE,,
3323,PisaPDM8400o,PisaPDM8400,,fragmentary,Cookware-Casserole,Y,base; fluted,2,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
2659,PisaPDM7016ar,PisaPDM7016,,fragmentary,Cookware-Casserole-African,Y,base; fluted,3,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
2716,PisaPDM7022c,PisaPDM7022,,fragmentary,Cookware-Casserole-African,Y,base; ash-grey patina,2,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
2933,PisaPDM7088d,PisaPDM7088,,fragmentary,Cookware-Casserole-African,Y,base w rilling,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
2945,PisaPDM7090j,PisaPDM7090,,fragmentary,Cookware-Casserole-African,Y,base w rilling,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3026,PisaPDM7096g,PisaPDM7096,,fragmentary,Cookware-Casserole-African,Y,base w rilling,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3155,PisaPDM8307ak,PisaPDM8307,,fragmentary,Cookware-Casserole-African,Y,base w rilling,9,,,,,,,,Pottery/ceramic,,discolouration burning,,,0,FALSE,,
3227,PisaPDM8339o,PisaPDM8339,,fragmentary,Cookware-Casserole-African,Y,base; fluted,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3257,PisaPDM8396u,PisaPDM8396,,fragmentary,Cookware-Casserole-African,Y,base; rilling on int,6,,,,,,,,Pottery/ceramic,,discolouration burning,,,0,FALSE,,
3258,PisaPDM8396v,PisaPDM8396,,fragmentary,Cookware-Casserole-African,Y,base; varnish type A2 on int,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3286,PisaPDM8398h,PisaPDM8398,,fragmentary,Cookware-Casserole-African,Y,base w rilling,1,,,,,,,16,Pottery/ceramic,,,,,0,FALSE,,
3308,PisaPDM8399b,PisaPDM8399,,fragmentary,Cookware-Casserole-African,Y,base; fluted,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3433,PisaPDM8417g,PisaPDM8417,,fragmentary,Cookware-Casserole-African,Y,base; fluted,5,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3499,PisaPDM8439m,PisaPDM8439,,fragmentary,Cookware-Casserole-African,Y,base w rilling,1,,,,,,,,Pottery/ceramic,,discolouration burning,,,0,FALSE,,
2715,PisaPDM7022b,PisaPDM7022,,fragmentary,Cookware-Casserole-African-Hayes194,Y,rim; ash-grey patina,2,,,,,,26,,Pottery/ceramic,,discolouration burning,before 250,,0,FALSE,,
2651,PisaPDM7016aj,PisaPDM7016,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,18,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
2652,PisaPDM7016ak,PisaPDM7016,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,19,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
2653,PisaPDM7016al,PisaPDM7016,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,21,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
2654,PisaPDM7016am,PisaPDM7016,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,22,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
2655,PisaPDM7016an,PisaPDM7016,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,23,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
2656,PisaPDM7016ao,PisaPDM7016,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,24,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
2843,PisaPDM7061c,PisaPDM7061,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,24,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
3095,PisaPDM8203f,PisaPDM8203,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int,1,,,,,,26,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3096,PisaPDM8203g,PisaPDM8203,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int,1,,,,,,24,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3140,PisaPDM8307v,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Hayes197,Y,wall; rilling on int & ext,8,,,,,,,,Pottery/ceramic,,discolouration burning,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3141,PisaPDM8307w,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int & ext,2,,,,,,19,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3142,PisaPDM8307x,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int & ext,1,,,,,,20,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3143,PisaPDM8307y,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int & ext,1,,,,,,22,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3144,PisaPDM8307z,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int & ext,1,,,,,,,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3145,PisaPDM8307aa,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int & ext,1,,,,,,27,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3146,PisaPDM8307ab,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,30,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3147,PisaPDM8307ac,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3185,PisaPDM8308c,PisaPDM8308,,fragmentary,Cookware-Casserole-African-Hayes197,Y,base; rilling on int,1,,,,,,,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3207,PisaPDM8335a,PisaPDM8335,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,22,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
3222,PisaPDM8339j,PisaPDM8339,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,29,,Pottery/ceramic,,,250-300; before 250,,0,FALSE,,
3252,PisaPDM8396p,PisaPDM8396,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int,1,,,,,,26,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3253,PisaPDM8396q,PisaPDM8396,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int,1,,,,,,,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3254,PisaPDM8396r,PisaPDM8396,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,26,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3282,PisaPDM8398d,PisaPDM8398,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int,1,,,,,,30,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3283,PisaPDM8398e,PisaPDM8398,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim; rilling on int,1,,,,,,32,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3321,PisaPDM8400m,PisaPDM8400,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3462,PisaPDM8419p,PisaPDM8419,,fragmentary,Cookware-Casserole-African-Hayes197,Y,wall,1,,,,,,,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3463,PisaPDM8419q,PisaPDM8419,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,26,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3464,PisaPDM8419r,PisaPDM8419,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,28,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
3465,PisaPDM8419s,PisaPDM8419,,fragmentary,Cookware-Casserole-African-Hayes197,Y,rim,1,,,,,,,,Pottery/ceramic,,discolouration burning,250-300; before 250,,0,FALSE,,
2657,PisaPDM7016ap,PisaPDM7016,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim,2,,,,,,25,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
2658,PisaPDM7016aq,PisaPDM7016,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim,2,,,,,,20,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,Rim diameter is approximate,
2770,PisaPDM7038d,PisaPDM7038,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim - varnish type A2 on interior,1,,,,,,20,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
2844,PisaPDM7061d,PisaPDM7061,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim - varnish type A2 on interior,1,,,,,,18,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3097,PisaPDM8203h,PisaPDM8203,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,wall w polished band,1,,,,,,,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3098,PisaPDM8203i,PisaPDM8203,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim; varnish type A2 on int,1,,,,,,34,,Pottery/ceramic,,discolouration burning,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3099,PisaPDM8203j,PisaPDM8203,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim; varnish type A2 on int,1,,,,,,,,Pottery/ceramic,,discolouration burning,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3148,PisaPDM8307ad,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,base; polished band; varnish type A2 on int,3,,,,,,,20,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3149,PisaPDM8307ae,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim; varnish type A2 on int,1,,,,,,22,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3150,PisaPDM8307af,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim; varnish type A2 on int,1,,,,,,23,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3151,PisaPDM8307ag,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim; varnish type A2 on int,1,,,,,,19,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3152,PisaPDM8307ah,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim; varnish type A2 on int,1,,,,,,21,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3153,PisaPDM8307ai,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim; varnish type A2 on int,1,,,,,,25,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3154,PisaPDM8307aj,PisaPDM8307,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim; varnish type A2 on int,1,,,,,,20,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3223,PisaPDM8339k,PisaPDM8339,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,base; varnish type A2 on int,1,,,,,,,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3224,PisaPDM8339l,PisaPDM8339,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim; varnish type A2 on int,1,,,,,,26,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
3225,PisaPDM8339m,PisaPDM8339,,fragmentary,Cookware-Casserole-African-Lamboglia10a,Y,rim; varnish type A2 on int,1,,,,,,24,,Pottery/ceramic,,,250-300; 300-350; 350-400; before 250,,0,FALSE,,
