Site name,Cat No,Provenance code,X coordinate,Y coordinate,No. of Artefacts,Activity category,act_cat,Material,Material detail,Type,Sub-type,Sub-type,Description,Inscription,Inventory number, Reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase reduced,Building,Finds complex,Location,Gender ,Gender code,Width (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other measurement (cm),Fabric,Published illustration (Schönberger 1978 unless otherwise stated),Published reference (by Witz or Ulbert) and parallels
Oberstimm,B0866,26.990020,183.78724,82.57050,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Large, arched round bronze disc, extant as two parts. ",,"1975, 271",271,,,,Period 1b-c,P1B_C,P1,12,Finds complex 100,"Fläche 26, Pit b",male?,ZMa,,6.2,,,,,,,Pl. 39,
Oberstimm,B1006,26.990020,183.78724,82.57050,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Thin, bronze sheet, slightly arched at the top. ",,"1975, 271 ",271,,,,Period 1b-c,P1B_C,P1,12,Finds complex 100,"Fläche 26, Pit b",male?,ZMa,,,,2.8,,,,,Pl. 41,
Oberstimm,B1023,26.990070,183.35178,91.94358,1.00,stone  and metal working?,ZSM,Lead,,"Sockets, small plates and sheet metal",,,Strip of lead sheet.  ,,"1975, 275 a",275a,,,,Period 1b-c,P1B_C,P1,12,Finds complex 99,"Fläche 26, Pit g",male?,ZMa,6.7,,,3.9,,,,,Pl. 41,
Oberstimm,B0894,12.990030,135.75202,105.65842,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Fragment of a bronze pin?; bronze wire?. ,,"1975, 152 ",152,,,,Period 1d,P1D,P1,"7, Well",Finds complex 62,"Fläche 12, Well c",male?,ZMa,,,,6,,,,,Pl. 39,
Oberstimm,B1003,12.990030,135.75202,105.65842,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze sheet fragment.  ,,"1975, 152",152,,,,Period 1d,P1D,P1,"7, Well",Finds complex 62,"Fläche 12, Well c",male?,ZMa,,,,1.8,,,,,Pl. 41,
Oberstimm,B1010,19.990040,93.22601,141.06254,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Trapezoidal strip of bronze sheet.  ,,"1975, 198 ",198,,,,Period 2,P2,P2,Unknown,Finds complex 50,"Fläche 19, Pit d",male?,ZMa,0.7 - 1.1   ,,,2.6,,,,,Pl. 41,
Oberstimm,B0949,21.990030,84.84022,90.97034,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Thin strip of bronze sheet; traces of ""Vertinung"".  ",,"1975, 219 ",219,,,,Period 2,P2,P2,Unknown,Finds complex 24,"Fläche 21, Pit c",male?,ZMa,0.7,,,5.4,,,,,Pl. 40,
Oberstimm,B0868,26.990040,180.79673,87.61964,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Semicircular arched, thin bronze sheet fragment.  ",,"1975, 273 ",273,,,,Period 2,P2,P2,12,Finds complex 110,"Fläche 26,  Pit d",male?,ZMa,1.2,,,7.9,,,,,Pl. 39,
Oberstimm,J0001,99.991010,44.46032,27.45267,1.00,stone  and metal working?,ZSM,Resin cakes,,Cakes,,,Black-brown resin cake of irregular shape,,,,,,,Period 2,P2,P2,Unknown,,,male?,ZMa,up to 9.2,,,,up to 2.5,,,,Pl. 115,
Oberstimm,B0870,1.020020,114.46895,88.40156,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Fragment;  conical  bronze handle.  ,,"1975, 15 ",15,,,,Period 2 or later,P2_L,ZP2,F?,Finds complex 27,"Fläche 1b, posthole b",male?,ZMa,0.41,,,3,,,,,Pl. 39,
Oberstimm,B0908,1.020020,114.46895,88.40156,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,bronze rivet.  ,,"1975, 15 ",15,,,,Period 2 or later,P2_L,ZP2,F?,Finds complex 27,"Fläche 1b, posthole b",male?,ZMa,,,,2.7,,,,,Pl. 39,
Oberstimm,B0909,1.020020,114.46895,88.40156,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Narrow strip of bronze sheet, bent into a hook or loop.  ",,"1975, 15",15,,,,Period 2 or later,P2_L,ZP2,F?,Finds complex 27,"Fläche 1b, posthole b",male?,ZMa,,,,4.3,,,,,Pl. 39,
Oberstimm,B0892,1.011030,122.43975,86.93753,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze sheet fragment.  ,,"1975, 2 ",2,,beneath Planum 1,,Period 1?,ZP1,ZP1,6,,Fläche 1a,male?,ZMa,,,,4.9,,,,,Pl. 39,
Oberstimm,B0960,1.011030,122.43975,86.93753,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Thin, narrow strip of bronze sheet; fragment of a U-shaped bronze sheet.  ",,"1975, 2 ",2,,beneath Planum 1,,Period 1?,ZP1,ZP1,6,,Fläche 1a,male?,ZMa,0.6,,,3.2,,,,,Pl. 40,
Oberstimm,B0880,1.021010,112.25258,86.71386,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze quadrangular rod of varying thicknesses; one hole.  ,,"1975, 12 ",12,,unter Planum 2,,Period 1?,ZP1,ZP1,1_street,,Fläche 1b,male?,ZMa,0.6 - 0.7   ,,,8.7,,,,,Pl. 39,
Oberstimm,B0998,2.031010,130.82656,88.58111,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze wire fragment.  ,,"1975, 36 ",36,,beneath Planum 1,,Period 1?,ZP1,ZP1,6_Street,,Fläche 2c,male?,ZMa,,,,2.2,,,,,Pl. 41,
Oberstimm,H0018,2.031010,130.82656,88.58111,1.00,stone  and metal working?,ZSM,Worked stone,,Polishers,,,"Polishing stone with a groove, perhaps used to pull a cord through; fine grained, grau-beige sandstone. ",,"1975, 36",36,,beneath Planum 1,,Period 1?,ZP1,ZP1,6_Street,,Fläche 2c,male?,ZMa,,,,9.2,,,,,Pl. 115,
Oberstimm,B0869,5.991010,122.01542,81.82477,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Slghtly conical small bronze handle; from sheet bent together.,,"1975, 76 ",76,,Planum 1,,Period 1?,ZP1,ZP1,6,,"Fläche 5, between 40 and 50 m from north",male?,ZMa,,1.1 - 1.4  ,,3.8,,,,,Pl. 39,
Oberstimm,B0923,5.991010,122.01542,81.82477,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze sheet bent into a small tube.  ,,"1975, 76 ",76,,Planum 1,,Period 1?,ZP1,ZP1,6,,"Fläche 5, between 40 and 50 m from north",male?,ZMa,,,,3.4,,,,,Pl. 40,
Oberstimm,B0889,12.991010,146.16673,111.49173,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Small bronze fragment.  ,,"1975, 151",151,,beneath Planum 1,,Period 1?,ZP1,ZP1,7,,"Fläche 12, 12 m from west near north corner",male?,ZMa,0.5,,,3.3,,,,,Pl. 39,
Oberstimm,B0976,13.991020,118.02391,109.88465,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Narrow bronze strip.  ,,"1975, 155",155,,beneath Planum 1,,Period 1?,ZP1,ZP1,7_9,,Fläche 13,male?,ZMa,,,,1.7,,,,,Pl. 41,
Oberstimm,B0977,13.991020,118.02391,109.88465,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Small bronze fragment.  ,,"1975, 155",155,,beneath Planum 1,,Period 1?,ZP1,ZP1,7_9,,Fläche 13,male?,ZMa,,,,1,,,,,Pl. 41,
Oberstimm,B0978,13.991020,118.02391,109.88465,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Small bronze fragment.  ,,"1975, 155",155,,beneath Planum 1,,Period 1?,ZP1,ZP1,7_9,,Fläche 13,male?,ZMa,,,,2.6,,,,,Pl. 41,
Oberstimm,B1018,13.991020,118.02391,109.88465,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Solid, rectangular, bronze fragment.     ",,"1975, 155",155,,beneath Planum 1,,Period 1?,ZP1,ZP1,7_9,,Fläche 13,male?,ZMa,1.4,,,2.5,,,,,Pl. 41,
Oberstimm,B0907,19.991070,90.73406,133.61922,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Rectangular bent bronze fragment; originally probably tin-plated; outlined on one side.  ,,"1975, 191 ",191,,beneath Planum 1,,Period 1?,ZP1,ZP1,Unknown,,"Fläche 19, 6m from west towards south profile",male?,ZMa,1.1 - 1.3   ,,,1.6,,,,,Pl. 39,
Oberstimm,B0944,19.991070,90.73406,133.61922,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Narrow strip of bronze sheet.  ,,"1975, 191",191,,beneath Planum 1,,Period 1?,ZP1,ZP1,Unknown,,"Fläche 19, 6m from west towards south profile",male?,ZMa,0.7,,,2.9,,,,,Pl. 40,
Oberstimm,B0898,19.991080,86.18185,132.96891,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Two thin bronze stips of flat D-shapedsection; fragments belong together.  ,,"1975, 193 ",193,,beneath Planum 1,,Period 1?,ZP1,ZP1,B?,,"Fläche 19, southwest corner",male?,ZMa,,,,6 and 15 ,,,,,Pl. 39,
Oberstimm,B0924,19.991080,86.18185,132.96891,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze sheet fragment; bent over.  ,,"1975, 193 ",193,,beneath Planum 1,,Period 1?,ZP1,ZP1,B?,,"Fläche 19, southwest corner",male?,ZMa,,,,4.3,,,,,Pl. 40,
Oberstimm,B0926,19.991080,86.18185,132.96891,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Strip of bronze sheet, bent into a semicircle; fragment of a bronze sleeve?  ",,"1975, 193 ",193,,beneath Planum 1,,Period 1?,ZP1,ZP1,B?,,"Fläche 19, southwest corner",male?,ZMa,0.9 - 1;  ,c. 1.4  ,,2.6,,,,,Pl. 40,
Oberstimm,B0999,19.991080,86.18185,132.96891,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze wire fragment.  ,,"1975, 193",193,,beneath Planum 1,,Period 1?,ZP1,ZP1,B?,,"Fläche 19, southwest corner",male?,ZMa,,,,5.5,,,,,Pl. 41,
Oberstimm,B0872,20.991020,81.26400,74.20432,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze wire fragment.  ,,"1975, 214",214,,Planum 1,,Period 1?,ZP1,ZP1,1_fortifications,,Fläche 20,male?,ZMa,,,,1.6,,,,,Pl. 39,
Oberstimm,B0958,20.991020,81.26400,74.20432,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze fragment.  ,,"1975, 214",214,,Planum 1,,Period 1?,ZP1,ZP1,1_fortifications,,Fläche 20,male?,ZMa,1.1,,,3.9,,,,,Pl. 40,
Oberstimm,B0506,2.031010,130.82656,88.58111,1.00,stone  and metal working?,ZSM,Iron,,Chisels,,,Iron chisel; small headplate; shaft of rectangular section ; thin blade.  ,,"1975, 35",35,,upper levels,,Period 1-2?,ZP1_2,P1_2,6_Street,,Fläche 2c,male,Ma,,,,17.5,,,,,Pl. 33,
Oberstimm,B0507,5.991020,122.01542,120.84757,1.00,stone  and metal working?,ZSM,Iron,,Chisels,,,Smal iron puncturing chisel with socket; fragment. ,,"1975, 71 ",71,,upper levels,,Period 1-2?,ZP1_2,P1_2,7_9,,"Fläche 5, northern half",male,Ma,0.81,,,9.1,,,,,Pl. 33,
Oberstimm,B0505,13.991020,118.02391,109.88465,1.00,stone  and metal working?,ZSM,Iron,,Chisels,,,Iron flat chisel; quadrangular sectioned shaft; pointed below.  ,,"1975, 153",153,,upper levels,,Period 1-2?,ZP1_2,P1_2,7_9,,Fläche 13,male,Ma,,,,9.4,,,,,Pl. 33,Jacobi in: Ausgr. in Manching 5 (1974) pl. 7.84.
Oberstimm,B0511,19.991200,96.98762,138.46443,1.00,stone  and metal working?,ZSM,Iron,,Chisels,,,Socketed chisel with closed socket; long shaft and wide blade; socket edge beated wide. ,,"1975, 182 ",182,,upper levels,,Period 1-2?,ZP1_2,P1_2,3?,,Fläche 19,male,Ma,2.4,,,25,,,,,Pl. 33,"Rheingönheim pl. 48.17, 21. Jacobi in: Ausgr. in Manching 5 (1974) pl. 9.142-144, 152-154."
Oberstimm,B0504,25.991020,172.45101,96.90232,1.00,stone  and metal working?,ZSM,Iron,,Chisels,,,"Iron flat chisel; quadrangular sectioned shaft, pointed below.  ",,"1975, 255",255,,upper levels until Planum 1,,Period 1-2?,ZP1_2,P1_2,Street,,Fläche 25,male,Ma,,,,15,,,,,Pl. 33,"Jacobi  in: Ausgr.  in  Manching  5  (1974)  pls  6.54, 81; 7.83-84."
Oberstimm,B0503,26.991100,182.70772,89.09010,1.00,stone  and metal working?,ZSM,Iron,,Chisels,,,Iron flat chisel; round-sectioned shaft; above beaten wide.  ,,"1975, 257 ",257,,upper levels,,Period 1-2?,ZP1_2,P1_2,12,,Fläche 26,male,Ma,,,,18.6,,,,,Pl. 33,Jacobi in: Ausgr. in Manching 5 (1974) pl. 7.87-88. . 
Oberstimm,B0939,1.031010,104.99347,86.99853,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Strip of bronze sheet.  ,,"1975, 19",19,,upper levels,,Period 1-2?,ZP1_2,P1_2,1,,Fläche 1c,male?,ZMa,,,,6.5,,,,,Pl. 40,
Oberstimm,B0940,1.031010,104.99347,86.99853,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Semi-lunate-shaped strip of bronze sheet.    ,,"1975, 19",19,,upper levels,,Period 1-2?,ZP1_2,P1_2,1,,Fläche 1c,male?,ZMa,max. 1.2   ,,,5.2,,,,,Pl. 40,
Oberstimm,B1002,1.041010,96.90067,85.90052,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Flat rectangular bronze piece, bent around einen thin round-sectioned bronze rod.  ",,"1975, 22 ",22,,upper levels,,Period 1-2?,ZP1_2,P1_2,1,,Fläche 1d,male?,ZMa,2.6,,,3.5,,,,,Pl. 41,
Oberstimm,B0883,2.031010,130.82656,88.58111,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Bronze sheet fragment with reinforced edge, arched to the outside .  ",,"1975, 35",35,,upper levels,,Period 1-2?,ZP1_2,P1_2,6_Street,,Fläche 2c,male?,ZMa,2.9,,,1.3,,,,,Pl. 39,
Oberstimm,B0942,2.031010,130.82656,88.58111,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Concave arched strip of bronze sheet.  ,,"1975, 35",35,,upper levels,,Period 1-2?,ZP1_2,P1_2,6_Street,,Fläche 2c,male?,ZMa,1.1,,,3.6,,,,,Pl. 40,
Oberstimm,B0941,2.041010,130.20103,108.78677,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Narrow rectangular strip of bronze sheet with traces of ""Vertinung"".  ",,"1975, 43",43,,upper levels,,Period 1-2?,ZP1_2,P1_2,7_9,,Flächen 2d-g,male?,ZMa,1.2,,,2.8,,,,,Pl. 40,
Oberstimm,B0938,4.991080,99.88170,78.81137,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Trapezoidal strip of bronze sheet.  ,,"1975, 70 ",70,,excavated material,,Period 1-2?,ZP1_2,P1_2,1,,Fläche 4,male?,ZMa,1.22,,,8.7,,,,,Pl. 40,
Oberstimm,B0961,7.991040,141.13597,100.83366,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze fragment; melted.  ,,"1975, 105",105,,excavated material,,Period 1-2?,ZP1_2,P1_2,7_8,,Fläche 7,male?,ZMa,,,,1.8,,,,,Pl. 40,
Oberstimm,B0902,8.991160,141.15299,88.96737,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Bronze fragment; concave cut bronze sheet, smelted on to an iron rod of quadrangular section, probably to a nail shaft.  ",,"1975, 106",106,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,Fläche 8,male?,ZMa,3.5,,,2.5 or 6.9 ,,,,,Pl. 39,
Oberstimm,B0876,8.991200,141.89576,87.20361,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze sheet fragment with one edge bent up and one bent down.,,"1975, 107 ",107,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,"Fläche 8, 10 m from west",male?,ZMa,2.4,,,10,,,,,Pl. 39,
Oberstimm,B0950,12.991050,142.40691,108.23322,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Narrow strip of bronze sheet.  ,,"1975, 145 ",145,,upper levels,,Period 1-2?,ZP1_2,P1_2,8,,"Fläche 12, 10 m from west",male?,ZMa,1.1,,,4.3,,,,,Pl. 40,
Oberstimm,B0951,12.991050,142.40691,108.23322,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Narrow bronze rod of quadrangular section.  ,,"1975, 145",145,,upper levels,,Period 1-2?,ZP1_2,P1_2,8,,"Fläche 12, 10 m from west",male?,ZMa,,,,5.5,,,,,Pl. 40,
Oberstimm,B0904,15.991020,114.53532,98.69441,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Fragment of a bronze nail.  ,,"1975, 162 ",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium ",male?,ZMa,,,,4.8,,,,,Pl. 39,
Oberstimm,B0979,15.991020,114.53532,98.69441,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Narrow strip of bronze sheet with a rivet hole.,,"1975, 162 ",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium ",male?,ZMa,,,,3.4,,,,,Pl. 41,
Oberstimm,B0980,15.991020,114.53532,98.69441,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze sheet fragment;tin-plated.  ,,"1975, 162",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium ",male?,ZMa,,,,2.1,,,,,Pl. 41,
Oberstimm,B0981,15.991020,114.53532,98.69441,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze sheet fragment with two rectangular recesses; tin-plated.  ,,"1975, 162",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium ",male?,ZMa,,,,2.8,,,,,Pl. 41,
Oberstimm,B0982,15.991020,114.53532,98.69441,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze pin point.  ,,"1975, 162",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium ",male?,ZMa,,,,1.7,,,,,Pl. 41,
Oberstimm,B0983,15.991020,114.53532,98.69441,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze fragment.  ,,"1975, 162 ",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium ",male?,ZMa,0.9,,,1.1,,,,,Pl. 41,
Oberstimm,B0994,15.991020,114.53532,98.69441,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Thin quadrangular-sectioned bronze rod.  ,,"1975, 162",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium ",male?,ZMa,,,,5.2,,,,,Pl. 41,
Oberstimm,B0995,15.991020,114.53532,98.69441,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Triangular bronze strip.  ,,"1975, 162",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium ",male?,ZMa,,,,5.7,,,,,Pl. 41,
Oberstimm,B1021,15.991020,114.53532,98.69441,1.00,stone  and metal working?,ZSM,Lead,,"Sockets, small plates and sheet metal",,,Thin lead sheet fragment with three holes.  ,,"1975, 162",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium ",male?,ZMa,1.6,,,1.8,,,,,Pl. 41,
Oberstimm,B1022,15.991020,114.53532,98.69441,1.00,stone  and metal working?,ZSM,Lead,,"Sockets, small plates and sheet metal",,,Trapezoidal lead piece; D-shaped section.  ,,"1975, 162 ",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium ",male?,ZMa,0.6 - 1.4   ,,,3.1,,,,,Pl. 41,
Oberstimm,B0875,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Thin bronze sheet with traces of ""Vertinung"". ",,"1975, 159 ",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,5,,,5,,,,,Pl. 39,
Oberstimm,B0885,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Bronze fragment with swollen, arched edge; probably a hole in the centre eine; a ""workpiece""?   ",,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,,originally c. 7  ,,,,,,,Pl. 39,
Oberstimm,B0888,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Small strip of bronze sheet; fragment.  ,,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,,,,2.3,,,,,Pl. 39,
Oberstimm,B0911,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Solid bronze fragment; working piece?  ,,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,2.3,,,2.2,,,,,Pl. 40,
Oberstimm,B0912,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Open bronze ring, round-sectioned with a cast plug; incompletely cast.   ",,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,,2.1,,,,,,,Pl. 40,
Oberstimm,B0913,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze handle fragment? Incompletely cast?,,"1975, 159 ",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,Handle: 1 ,,,4,,,,,Pl. 40,
Oberstimm,B0914,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Solid, Bronze rod of quadrangular section, out-lined on three sides; copper-coloured; Incompletely cast?  ",,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,1.5 or 2.1 ,,,2.5,,,,,Pl. 40,
Oberstimm,B0915,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Solid bronze rod of quadrangular section. fragment; copper-coloured. perhaps belonging to B914. Incompletely cast? ,,"1975, 159 ",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,1.4 - 1.7   ,,,4,,,,,Pl. 40,
Oberstimm,B0916,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Thin cut bronze sheet; ending a small rounded oval disc; working piece?  ,,"1975, 159 ",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,max. 2.6   ,,,3.4,,,,,Pl. 40,
Oberstimm,B0917,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Semicircular bent bronze sheet fragment with smelted attached fragments.  ,,"1975, 159 ",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,max. 1.8   ,,,2.8,,,,,Pl. 40,
Oberstimm,B0918,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Double-folded bronze sheet with rectangular sheet piece sticking out; fragment.  ,,"1975, 159 ",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,1.2,,,3.4,,,,,Pl. 40,
Oberstimm,B0919,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Strip of bronze sheet.  ,,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,1.1 - 1.7  ,,,8,,,,,Pl. 40,
Oberstimm,B0920,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Strip of bronze sheet.  ,,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,0.6,,,5.2,,,,,Pl. 40,
Oberstimm,B0921,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Strip of bronze sheet.  ,,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,0.9,,,2.3,,,,,Pl. 40,
Oberstimm,B0922,15.991040,106.40897,111.31323,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Strip of bronze sheet.  ,,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male?,ZMa,1.1,,,3.5,,,,,Pl. 40,
Oberstimm,B0972,16.991010,110.38413,92.24486,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Thin, slightly trapezoidal strip of bronze sheet.  ",,"1975, 170 ",170,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_6,,Fläche 16,male?,ZMa,1.4 - 1.7   ,,,5,,,,,Pl. 41,
Oberstimm,B1007,16.991010,110.38413,92.24486,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,slightly curved bronze sheet fragment.  ,,"1975, 170 ",170,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_6,,Fläche 16,male?,ZMa,1.7,,,2.2,,,,,Pl. 41,
Oberstimm,B0887,17.991010,82.53743,82.45647,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Thin bronze disc; fragment.   ,,"1975, 176 ",176,,,,Period 1-2?,ZP1_2,P1_2,1?,,"Fläche 17, stray find",male?,ZMa,,2.6,,,,,,,Pl. 39,
Oberstimm,B1008,17.991010,82.53743,82.45647,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze sheet fragment.  ,,"1975, 176",176,,,,Period 1-2?,ZP1_2,P1_2,1?,,"Fläche 17, stray find",male?,ZMa,,,,1.8,,,,,Pl. 41,
Oberstimm,B0878,19.991200,96.98762,138.46443,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Bronze sheet fragment; no original corners preserved.  ,,"1975, 182 ",182,,upper levels,,Period 1-2?,ZP1_2,P1_2,3?,,Fläche 19,male?,ZMa,max. 2.5   ,,,4,,,,,Pl. 39,
Oberstimm,B0879,19.991200,96.98762,138.46443,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,Trapezoidal strip of bronze sheet with two different large rivet holes.  ,,"1975, 182",182,,upper levels,,Period 1-2?,ZP1_2,P1_2,3?,,Fläche 19,male?,ZMa,0.7 - 1.6 ,,,5.1,,,,,Pl. 39,
Oberstimm,B0882,19.991200,96.98762,138.46443,1.00,stone  and metal working?,ZSM,Copper alloy,,Scraps,,,"Bronze sheet fragment with three, almost parallel, running grooves; no original edges preserved.  ",,"1975, 182 ",182,,upper levels,,Period 1-2?,ZP1_2,P1_2,3?,,Fläche 19,male?,ZMa,3.2,,,3.6,,,,,Pl. 39,
