Site name,Cat No,Provenance code,X coordinate,Y coordinate,No. of Artefacts,Activity category,act_cat,Material,Material detail,Type,Sub-type,Sub-type,Description,Inscription,Inventory number, Reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase reduced,Building,Finds complex,Location,Gender ,Gender code,Width (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other measurement (cm),Fabric,Published illustration (Schönberger 1978 unless otherwise stated),Published reference (by Witz or Ulbert) and parallels
Oberstimm,B0101,26.990040,180.79673,87.61964,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,Fragment of a rectangular cuirass hinge similar to B88.,,"1975, 273",273,,,,Period 2,P2,P2,12,Finds complex 110,"Fläche 26, Pit d",male,Ma,1.6,,,2.2,,,,,Pl. 20,
Oberstimm,B0084,26.990050,183.30114,89.61452,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,"Bronze sheet fragment with two rivet holes, perhaps part of a palmette-like hinge of an iron cuirasss similar to B78.  ",,"1975, 274",274,,,,Period 2,P2,P2,12,Finds complex 111,"Fläche 26,  Pit e",male,Ma,1.3,,,1.9,,,,,Pl. 20,
Oberstimm,B0120,27.990020,194.53715,81.29926,1.00,combat dress,DE,Copper alloy,,"Armour, hooks",,,Badly corroded fragment of a bronze strap hooks from a greaved cuirass; similar to B115. ,,"1975, 306 ",306,,,,Period 2,P2,P2,14,Finds complex 118,"Fläche 27,  Pit b",male,Ma,1.1,,,2.2,,,,,Pl. 21,
Oberstimm,B0162,29.991020,97.54306,165.56467,1.00,combat dress,DE,Copper alloy,,Fasteners,,,"Small bronze fitting; upper part with semi-plastic knob, D-shaped section, and decorated with parallel inlay; lower part ending in a lunate; on the rear side two bronze rivet shafts; a small brass-coloured washer preserved.  ",,"1975, 316",316,2nd 1/2 1st cent. AD,,Trajanic-early Hadrianic,Period 2,P2,P2,Fortifications,Finds complex 6,"Fläche 29, fill of the defence trench I",male,Ma,0.5 - 1.6  ,,,4,,,,,Pl. 22,"Verulamium II 121 fig. 33.43 (without inlay). - Echzell: ORL B no. 18 pl. 4.15 (without inlay). - Novaesium pl. 30. A.3, 35 (with hinge). - Urspring: Fundber. Baden-Württemberg 2, 1975, pl. 284.3. - Wiesbaden: ORL B Nr. 31 pl. 10.47 (similar, without inlay). - Aquae I 55 fig. 4.24 (similar). - Vindonissa: Inv. no. 66/1899. Freundl. Mitt. Chr. Unz (without inlay and above also a lunette)."
Oberstimm,B0086,1.011030,122.43975,86.93753,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,Bronze cuirass hinge fragment similar to B 78; only one half of hinge preserved; sheet bent around the bronze hinge shaft originally attached to the cuirass with five (three preserved) rivets with spherical heads. On the under side sind rivet spikes hammered flat; concentric circles around the rivet holes.  ,,"1975, 3 ",3,,unter Planum 2,,Period 1?,ZP1,ZP1,6,,Fläche 1a,male,Ma,hinge shaft 2.6   ,,,3,,,,,"Pls 20, 42",
Oberstimm,B0147,1.031010,104.99347,86.99853,1.00,combat dress,DE,Copper alloy,,Belt plates,,,"Fragment of a rectangular fitting plate from a cingulum; upper side polished silvery, tin-plated?; punctured pattern; originally four rivet holes.  ",,"1975, 19 ",19,,upper levels,Claudian-Neronian,Period 1?,ZP1,ZP1,1,,Fläche 1c,male,Ma,5.4,,,2.2,,,,,Pl. 22,"Silchester: Archaeologia 102, 1969, 43 fig. 5.5. - Rottweil pl. 72.1. - Vindonissa 35 fig. 7.48."
Oberstimm,B0089,2.031010,130.82656,88.58111,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,"Bronze hinge of an iron 'lorica segmentata' cuirass, two different long hinge partly extant, each with two rivet holes surrounded by concentric grooves; similar to B88.  ",,"1975, 36",36,,beneath Planum 1,,Period 1?,ZP1,ZP1,6_Street,,Fläche 2c,male,Ma,1.4,,,4.7  (2.3 + 2.9 ) ,,,,,Pl. 20,
Oberstimm,B0151,2.031010,130.82656,88.58111,1.00,combat dress,DE,Copper alloy,,Fasteners,,,Narrow rectangular bronze fitting with two rivet shafts on the underside; upperside tin-plated or silvered; similar to B148.  ,,"1975, 36 ",36,,beneath Planum 1,,Period 1?,ZP1,ZP1,6_Street,,Fläche 2c,male,Ma,0.9,,,3.2,,,,,Pl. 22,
Oberstimm,B0146,5.991090,121.44155,66.47388,1.00,combat dress,DE,Copper alloy,,Belt plates,,,"Rectangular fitting from a cingulum; solid cast base plate with four rivet holes, underside flat; upper side with niello inlay in the shape of triangular points, dots and lines which are arranged like flowers. Material analysis RGZM: base material brass, inlay aus copper-sulphide, niello of low quality.  ",,"1975, 83 ",83,,excavated material,Claudian-Neronian,Period 1?,ZP1,ZP1,5_6,,"Fläche 5, southern part",male,Ma,6.1,,,2.6,,,,,Pl. 22,"Camulodunum ITaf 102,17 (similar). - Hod Hill I fig. 4. A97,  A108-A109 (all similar only). - Leicester: Arch. Journal 115, 1958, 81 fig. 5.134 (similar). - Richborough IV pl. 33.72 (similar). - Weymouth: Arch. Journal 115, 1958, 97 fig. 8.233 (similar). - Asciburgium I 88 fig. 67.5 (similar). - Hofheim pl. 12.4, 6-7 (similar); Nass. Ann. 34, 1904, pl. 3.22 (similar). - Mainz, Legionslager: Mainzer Zeitschr. 7, 1912, 88 fig. 4.23 (similar). - Rheingönheim pl. 27.20-21 (p.40 further literature) (similar). - Vindonissa 35 fig. 7.38 (similar). Two further small pieces with same inlay pattern. Freundl. Mitt. Chr. Unz."
Oberstimm,B0148,9.991010,132.82393,84.41705,1.00,combat dress,DE,Copper alloy,,Fasteners,,,"Small rectangular bronze fitting with four rivet shafts, probably from an apron.  ",,"1975, 134",134,,Planum 1,,Period 1?,ZP1,ZP1,6,,"Fläche 9,  1 m from west and l m from north",male,Ma,2.8,,,1.5,,,,,Pl. 22,Rheingönheim pl. 28.6-9 (p.40 further literature). - Rißtissen I pl. 24.360-362.
Oberstimm,B0064,12.991030,141.35416,108.23322,1.00,combat dress,DE,copper alloy,,Helmets,,,"Bronze sheet covering from the neck guard of a helmet, with inscription; 2 fragments; both holes at the centre served to fasten the carrying hoop, probably with two split wire loops.  ","Thanks to H. U. Nuber and  H.G. Simon for the reading of the inscription, that led to the following: the plate has four groups of incised inscriptions and one punched inscription. The punched inscription on the rim is clear and reads: 'T.GRATI FLAVI'. Because of heavy corrosion of the surface the incised inscriptions are only partly discernible: 1. on the lower rim: 'GRATI FLAVI'; it can no longer be ascertained, whether the name 'Gratus', as in the incised inscription, is preceded by the declaration 'T(urma)' . 2. Of the first inscription to the left of the central part of the plate only the letter 'L' is  evident, the rest in no longer explicable. 3. The beginning of the word in the middle group is destroyed,  the end' .... AVIS' is probably the genitive of a personal name. 4. The last incised inscription includes the same name, 'FLAVI', that has already appeared in the punched inscription and the first incised inscription. The punched inscription follows the customary scheme of the ownership declaration on military equipment: the declaration of the Turma with the cognomen of the decurion, Gratus, followed by the cognomen of the owner, Flavus. Independent of grave finds, this infers a cavalry troop at Oberstimm, an Ala or a cohors equitata. The graffito 'Imaginifer' (graffito C818 = cat.no. C375) gives additional corroboration. Both cognomina are widely distributed: The name Gratus is especially frequently found in the Narbonensis, Flavus in Spain; according to Kajanto more than half of all the individuals siezed with this name are from the Spanish provinces. From the lack of all further evidence  one would certainly not hold this alone as a key to the recruitment of the troop. Both names appear again in an incised inscription; possibly the indistinct incision was replaced by the more legible puncturing. The three higher placed incised inscriptions, Nos 2-4 permit more possible interpretations, except that the preservation allows one decision: in the illegible inscription no. 2 one can presume the name of a decurion, the name of another owner ending in '... avis' ; the name 'Flavi' (no. 4) would then be only a further repetition. Equally it would be possible, to see in '.. avis' the name of a decurion, in 'Flavus'  that of the owner. The inscription no. 2 could then include the name of another owner or all three inscriptions form the name of a unit and no. 2 includes the declaration of the troop unit.","1975, 148",148,,beneath Planum 1 ,,Period 1?,ZP1,ZP1,"7_8, Street",,"Fläche 12, middle of Fläche",male,Ma,4,,,26.4,,,,,"Pls 19, 42",
Oberstimm,B0100,13.991020,118.02391,109.88465,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,"Fragment of a rectangular fitting part of a cuirass hinge or cuirass buckle; two iron rivets with spherical heads; between  both thin bronze sheets; on the underside, traces of rust.  ",,"1975, 155",155,,beneath Planum 1,,Period 1?,ZP1,ZP1,7_9,,Fläche 13,male,Ma,1.6,,,2.2,,,,,Pl. 20,
Oberstimm,B0117,13.991020,118.02391,109.88465,1.00,combat dress,DE,Copper alloy,,"Armour, hooks",,,Fragment of a bronze strap hook from a greaved cuirass; perhaps a work piece; similar to B115.,,"1975, 155",155,,beneath Planum 1,,Period 1?,ZP1,ZP1,7_9,,Fläche 13,male,Ma,1.4,,,4.2,,,,,Pl. 21,
Oberstimm,B0116,19.991070,90.73406,133.61922,1.00,combat dress,DE,Copper alloy,,"Armour, hooks",,,"Fragment of a bronze strap hook from a greaved cuirass; narrow, slightly trapezoidal fitting with two rivet holes; one rivet with slightly domed head preserved; hook broken; similar to B115. ",,"1975, 191",191,,beneath Planum 1,,Period 1?,ZP1,ZP1,Unknown,,"Fläche 19, 6m from west towards south profile",male,Ma,1.3 - 1.5 ,,,3.7,,,,,Pl. 21,
Oberstimm,B0145,19.991070,90.73406,133.61922,1.00,combat dress,DE,Copper alloy,,Belt plates,,,"Rectangular fitting from a cingulum; cast bronze with niello inlay; in the centre a tendril ornament, stilised grapevine(?); beside it a zig-zag-like and arrow-shaped inlay beside dots of niello; underside flat with four short rivets.  ",,"1975, 191",191,,beneath Planum 1,Claudian-Neronian,Period 1?,ZP1,ZP1,Unknown,,"Fläche 19, 6m from west towards south profile",male,Ma,6.4,,,3.3,,,,,Pl. 22,"Hofheim pl. 12.2 (middle row). - Mainz, Legionslager: Mainzer Zeitschr. 7, 1912, 88 fig. 4.24 (Schnallenbe-schläg mit mittlerer Ranke). - Vindonissa: more examples, only one identical with Oberstimm. Freundl. Mitt. Chr. Unz."
Oberstimm,B0159,22.991060,90.52022,102.46272,1.00,combat dress,DE,Copper alloy,,Fasteners,,,"Narrow strap fitting; bronze, tin-plated; out-lined, semi-plastic knob; Small fitting piece with D-shaped section; lower part is hammered lozenge-shaped and ends in a semi-plastic knob; on the rear side remains of two rivet shafts.  ",,"1975, 234",234,,beneath Planum 1 ,,Period 1?,ZP1,ZP1,1,,"Fläche 22,  3.5 m from north and 4 m from east",male,Ma,0.5 - 1.1 ,,,4.5,,,,,Pl. 22,
Oberstimm,B0061,27.991010,196.84516,82.17116,1.00,combat dress,DE,Iron,,Helmets,,,Fragment of an iron helmet cap; helmet type no longer determinable.  ,,"1975, 303 ",303,,Planum 2,,Period 1?,ZP1,ZP1,14,,"Fläche 27,  l m from south and 3 m from east",male,Ma,,,13. 7 (preserved),,,,,,Pl. 18,"H. Klumbach, Römische Helme aus Niedergermanien. Führer Rhein. Landesmus. Bonn 51 (1974) (with further literature).  "
Oberstimm,B0081,1.021010,112.25258,86.71386,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,Bronze hinge from the shoulder part of an iron cuirasss similar to B78; badly preserved; remains des iron cuirasss still extant. Two fragments.  ,,"1975, 10 ",10,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_street,,Fläche 1b,male,Ma,hinge: 3   ,,,3.1 and 3.2 ,,,,,Pl. 20,
Oberstimm,B0158,1.031010,104.99347,86.99853,1.00,combat dress,DE,Copper alloy,,Fasteners,,,Fragment of a quadrangular strap fitting; bronze; only out-lined central part preserved; central boss hollow.  ,,"1975, 19 ",19,,upper levels,,Period 1-2?,ZP1_2,P1_2,1,,Fläche 1c,male,Ma,1.2,,,1.9,,,,,Pl. 22,Hofheim pl. 13.21. - Rheingönheim pl. 28.10-11 (p.41 further literature). - Rißtissen I pl. 23.351.
Oberstimm,B0118,2.031010,130.82656,88.58111,1.00,combat dress,DE,Copper alloy,,"Armour, hooks",,,Bronze hook of a strap hook from a 'lorica segmentata' cuirass; similar to B115.   ,,"1975, 35",35,,upper levels,,Period 1-2?,ZP1_2,P1_2,6_Street,,Fläche 2c,male,Ma,,1.4,,,,,,,Pl. 21,
Oberstimm,B0062,5.991020,122.01542,120.84757,1.00,combat dress,DE,Iron,,Helmets,,,Iron cheek flap of a helmet; badly corroded; exact form no longer determinable.  ,,"1975, 72 ",72,,upper levels,,Period 1-2?,ZP1_2,P1_2,5,,Fläche 5 E,male,Ma,max. 8.7   ,,,16.3,,,,,Pl. 18,
Oberstimm,B0063,5.991020,122.01542,120.84757,1.00,combat dress,DE,Iron,,Helmets,,,"Flat round iron disc, unpierced; found together with B62; perhaps ornamental disc of a helmet;  similar to B61. ",,"1975, 72 ",72,,upper levels,,Period 1-2?,ZP1_2,P1_2,5,,Fläche 5 E,male,Ma,,4.6,,,,,,,Pl. 18,
Oberstimm,B0083,12.991050,142.40691,108.23322,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,"Fragment of a bronze cuirass hinge similar to B78, with remains of the iron cuirasss. Only one half of hinge preserved.  ",,"1975, 145 ",145,,upper levels,,Period 1-2?,ZP1_2,P1_2,8,,"Fläche 12, 10 m from west",male,Ma,hinge shaft: 2.5  ,,,3.4,,,,,Pl. 20,
Oberstimm,B0099,12.991050,142.40691,108.23322,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,Small hinge fragment of a rectangular bronze hinge from a 'lorica segmentata' cuirass similar to B88.  ,,"1975, 145",145,,upper levels,,Period 1-2?,ZP1_2,P1_2,8,,"Fläche 12, 10 m from west",male,Ma,1.5,,,1.7,,,,,Pl. 20,
Oberstimm,B0115,15.991020,114.53532,98.69441,1.00,combat dress,DE,Copper alloy,,"Armour, hooks",,,"Strap hook of a greaved cuirass; narrow, long fitting of thin bronze sheet; two rivet holes, surrounded with concentric grooves; remains of a rivet with spherical head preserved; hook almost completely closed. ",,"1975, 162",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium",male,Ma,11.4,,,4.5 ; fastener part: 3.7 ,,,,,Pl. 21,"Hod Hill II fig. 56.13-14.- London: Arch. Journal 115, 1958, 87 fig. 6.154. - Longthorpe: Britannia 5, 1974, 49 fig. 26.31.-Richborough V pl. 34.93-94. - Silchester: Archaeologia 102, 1969, 43 fig. 5.3. - Verulamium II119 fig. 32.36; Arch. Journal 115, 1958, 93 fig. 7.206. - Waddon Hill (Dorset): Ebd. 93 fig. 7.215. - Wroxeter: Ebd. 97 fig. 8.259. - Aislingen pl. 17.1-6. - Ascibur-gium I 89 fig. 68.3. - Heddernheim I 89 fig. 17.10; 95 fig. 20.10. - Hofheim pl. 11.1-5; Nass. Ann. 34, 1904, pl. 3.3. - Novaesium pl. 30. A.4-5. - Rheingönheim pl. 34.45-52 (esp. 50-51. p.46 further literature). -Rißtissen I pl. 3.73; Rißtissen II pl. 61.1-3. - Straubing pl. 99.6. - Wiesbaden: ORL B Nr. 31 pl. 10.43.- Aquae II 90 fig. 1.5. - Vindonissa: Freundl. Mitt. Chr. Unz."
Oberstimm,B0078,15.991040,106.40897,111.31323,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,"Bronze hinge from shoulder part of an iron 'lorica segmentata' cuirass; the thin hinge sheets are cut in the shape of stilised Palmettes and bent around the hinge shaft; attached to iron armour with five rivets with domed heads. Around the rivet holes are still partly of concentric circles. Bronze sheets are brass-coloured, rivets copper-coloured.  ",,"1975, 159 ",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male,Ma,hinge: 3   ,,,5.5,,,,,Pl. 20,
Oberstimm,B0092,15.991040,106.40897,111.31323,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,"Fragment of a rectangular hinge fitting from a 'lorica segmentata' cuirass similar to B88. Thin bronze sheet with parallel groove decoration and concentric circles around both rivet holes; rivets with domed heads, bent on the under side, rivets copper-coloured.  ",,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male,Ma,1.5,,,2.2,,,,,Pl. 20,
Oberstimm,B0096,15.991040,106.40897,111.31323,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,"Fragment of a rectangular bronze hinge from a 'lorica segmentata' cuirass similar to B88; two rivets with large, flat heads.    ",,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male,Ma,1.7,,,3,,,,,Pl. 20,
Oberstimm,B0121,15.991040,106.40897,111.31323,1.00,combat dress,DE,Copper alloy,,"Armour, hooks",,,Bronze loop hook of a strap hook from a 'lorica segmentata' cuirass; similar to B115. ,,"1975, 159",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male,Ma,,1.1,,,,,,,Pl. 21,
Oberstimm,B0074,16.991010,110.38413,92.24486,1.00,combat dress,DE,Copper alloy,,Helmets,,,"Fragment of a U-shaped, thin, bent bronze sheet; edge binding from a helmet?  ",,"1975, 170",170,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_6,,Fläche 16,male,Ma,0.4,,,9,,,,,Pl. 19,
Oberstimm,B0104,16.991010,110.38413,92.24486,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,"Bronze hinge with buckle (buckle bow and shaft missing) of a greaved cuirass; buckle part of hinge of thin bronze sheet, originally bent around both shafts and, overlapped on the underside in the place of rivets, so that the rivet holds together three bronze sheet layers; the other hinge part has two rivets.  ",,"1975, 170",170,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_6,,Fläche 16,male,Ma,1.6,,,4.4  (2.8 + 1.6 ) ,,,,,Pl. 20,"Aislingen pl. 17.8-16.  Rheingönheim pl. 33.23, 24, 29, 32 (p.45 further literature). "
Oberstimm,B0160,19.991160,84.91590,138.77006,1.00,combat dress,DE,Copper alloy,,Fasteners,,,"Long narrow leather fitting of sheet bronze; upper part with semi-plastic knob and parallel, diagonal niello inlay; fitting of U-shaped section; on the rear side two rivet shafts.  ",,"1975, 203 ",203,,,,Period 1-2?,ZP1_2,P1_2,3?,,"Fläche 19,  10 m from north, west corner",male,Ma,0.50 -0.06   ,,,3.3,,,,,Pl. 22,Verulamium II 121 fig. 33.43 (not inlaid). - Faimingen: ORL B no. 66 c pl. 6.12. - Xanten II 163 fig. 35.6 (without inlay). - Buciumi pl. 113.31 (without inlay).
Oberstimm,B0067,21.991030,90.47124,91.39444,1.00,combat dress,DE,Copper alloy,,Helmets,,,Thin bronze sheet with one rounded side; part of sheet covering of a neck guard or cheek flap of a helmet?  ,,"1975, 216 ",216,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_fortifications,,Fläche 21,male,Ma,max. 4.3   ,,,7.8,,,,,Pl. 19,
Oberstimm,B0068,21.991030,90.47124,91.39444,1.00,combat dress,DE,Copper alloy,,Helmets,,,"Fragment of an ornamental knob from a helmet, bronze with Cerussit inlay, lead-carbonate PbCO3, that occurs in the decomposition zone of the lead polished bed  (description by B. Kleinmann, Mainz); in the Cerussit piece is found a rhomboid iron inlay, probably from a rivet shaft; upper side with groove decoration; on the under side heavily rusted; similar to B61. ",,"1975, 216",216,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_fortifications,,Fläche 21,male,Ma,,2.5,,,,,,,Pl. 19,"The knob-type with inlay in the cheek flap:e.g. Robinson, The Armour of Imperial Rome (1975) 78 figs 210-211 (Material?)."
Oberstimm,B0073,21.991030,90.47124,91.39444,1.00,combat dress,DE,Copper alloy,,Helmets,,,"Bronze sheet fragment, trimmed around the edge; two rivet holes with remains of rivets with flat sheetlike hammered heads or small washers; part of  bronze sheet covering of neck guard or cheek flap of a helmet?",,"1975, 216 ",216,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_fortifications,,Fläche 21,male,Ma,max. 1.6   ,,,4.5,,,,,Pl. 19,Fischamend: RLiÖ 4 (1903) Sp. 43-44 fig. 18.
Oberstimm,B0085,21.991030,90.47124,91.39444,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,Bronze cuirass hinge fragment similar to B78.  ,,"1975, 216 ",216,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_fortifications,,Fläche 21,male,Ma,shaft: 3.2   ,,,3,,,,,Pl. 20,
Oberstimm,B0090,21.991030,90.47124,91.39444,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,Bronze hinge similar to B88; both rectangular fittings from bronze sheet bent around iron shaft; originally each part with two rivet holes and rivets.  ,,"1975, 216",216,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_fortifications,,Fläche 21,male,Ma,1.3,,,3.8 ; left fitting: 2 ,,,,,Pl. 20,
Oberstimm,B0136,21.991030,90.47124,91.39444,1.00,combat dress,DE,Copper alloy,,Belt plates,,,Bronze fitting plate with hinge part of large cingulum buckle; four hinge loops; slightly trapezoidal plate has two different large rivet holes; bar between plate and hinge with one groove.  ,,"1975, 216",216,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_fortifications,,Fläche 21,male,Ma,5.5; plate: 4 ,,,2.5 ; plate: 1.4 ,,,,,"Pls 21, 42","Fishbourne 111 fig. 43.76.  Hod Hill I fig. 4.A 96, A 78 (mit Schnalle). - Richborough III pl. 12 fig. l.32. Aislingen pl. 17.30, 31, 33 (30 and 31 have three rivet holes in the fastening plate). - Kempten I pl. 16.21 (with three rivet holes); pl. B.18 (with sides of fitting retracted). - Rheingönheim pl. 26.12.  Aquae I 55 fig. 4.15. - Vindonissa 36 fig. 8.54 (with three rivet hols), 65-66; three further examples unpubl. Freundl. Mitt. Chr. Unz. - Sisak: Strena Buliciana 266 (Vignette)."
Oberstimm,B0070,22.991040,82.53734,105.59711,1.00,combat dress,DE,Copper alloy,,Helmets,,,Narrow out-lined strip of bronze sheet; cut diagonally; probably decorative band from a helmet.  ,,"1975, 231 ",231,,upper levels,,Period 1-2?,ZP1_2,P1_2,Street,,"Fläche 22, in area of the gate",male,Ma,0.7,,,7,,,,,Pl. 19,"Nida: Robinson, The Armour of Imperial Rome (1975) 38 pl. 88."
Oberstimm,B0066,26.991030,180.01804,83.20968,1.00,combat dress,DE,copper alloy,,Helmets,,,"Thin bronze sheet fragment with boss decoration of small round and long, narrow bosses; remains of a bronze sheet covering from a helmet cheek flap(?); tin-plated. E. Künzl, Mainz, recognised a representation of a griffin in this fragment. The eye is visible, to left, from the viewer's perspective, a triple decorated part of the head near the eye and to the right a part of the beak, and indeed the upper part. He considered that the sheet probably formed part of a bronze phalera (either in the form of a Lauersforter phalera or a lunate-shaped one).  ",,"1975, 260 ",260,,upper levels,,Period 1-2?,ZP1_2,P1_2,12,,"Fläche 26,  4 m from south and 0.3 m from west",male,Ma,max. 4.3   ,,,4.3,,,,,Pl. 19,
Oberstimm,B0109,26.991060,179.93288,79.37763,1.00,combat dress,DE,Copper alloy,,"Armour, buckles",,,Badly corroded bronze buckle from a 'lorica segmentata' cuirass; bow of thin rectangular section; fastened with a rivet.  Similar to B107.,,"1975, 263 ",263,,upper levels ,,Period 1-2?,ZP1_2,P1_2,12,,"Fläche 26, near south corner",male,Ma,hinge shaft: 1.8   ,,,2.4,,,,,Pl. 20,
Oberstimm,B0102,26.991080,182.41541,82.87266,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,Fragment of a rectangular fitting part from a cuirass hinges or a cuirass buckle with one rivet with flat head.  ,,"1975, 265",265,,,,Period 1-2?,ZP1_2,P1_2,12,,"Fläche 26,  southern part",male,Ma,1.5,,,1.8,,,,,,
Oberstimm,B0141,32.991020,177.41716,97.72918,1.00,combat dress,DE,Copper alloy,,Belt plates,,,"Cingulum decorative sheet of thin bronze sheet, tin-plated; rectangular sheet outlined on the short side and originally bent over; in each corner a rivet hole; the central field decorated with several concentric ridges and a small central dome.  ",,"1975, 335 ",335,,upper levels,,Period 1-2?,ZP1_2,P1_2,12,,"Fläche 32, 2 m from east and 1.3m from north",male,Ma,3.7,,,4.5,,,,,Pl. 21,
Oberstimm,B0137,32.991050,175.27399,97.13108,1.00,combat dress,DE,Copper alloy,,Belt plates,,,"Fragment of a cingulum buckle, probably with strong fitting; bow of triangular section. Material analysis RGZM: black-brown buckle bow of relativly 'poor' silver, which is produced with a strong tin ingredient and a small amount of copper; also lead and antimon (1%).  ",,"1975, 340",340,,,,Period 1-2?,ZP1_2,P1_2,12,Finds complex 124,"Fläche 32, from the early modern street",male,Ma,2.1,,,3.1,,,,,Pl. 21,"Richborough II pl. 20.42. - Stockstadt: ORL B Nr. 33, 50 fig. 5.2. - Wiesbaden: ORL B Nr. 31 pl. 10.33.  - Xanten II 159 fig. 35.20. - Straßburg II 535 fig. 395.B."
Oberstimm,B0123,36.990010,174.22732,92.64537,1.00,combat dress,DE,Iron,,Armour,,,"Iron sheet fragment, badly corroded; plate from a 'lorica segmentata' cuirass.  ",,"1975, 355 ",355,,upper levels,,Period 1-2?,ZP1_2,P1_2,Street,,Fläche 36,male,Ma,6,,,4.7,,,,,Pl. 21,"Robinson, The Armour of Imperial Rome (1975) 174-186."
Oberstimm,B0108,99.991010,44.46032,27.45267,1.00,combat dress,DE,Copper alloy,,"Armour, buckles",,,"Bronze buckle from a 'lorica segmentata' cuirass; round-sectioned buckle bow; buckle pin ends in a small rectangular, pierced plate, around the shaft; fastener of thin bronze sheet with an asymmetrical rivet hole. Similar to B107. ",,"1975, 356 ",356,,,,Period 1-2?,ZP1_2,P1_2,Unknown,,Stray find,male,Ma,1.6,,,3 ; fastener: 1.7 ,,,,,Pl. 20,
Oberstimm,B0152,24.990030,185.70237,103.52926,1.00,combat dress,DE,Copper alloy,,Fasteners,,,"Rectangular strap fitting with two rivet shafts; bronze, upperside originally tin-plated or silvered; similar to B148.",,"1975, 247 ",247,,,,Period 1d?,ZP1D,P1,12,Finds complex 108,"Fläche 24, Depression c",male,Ma,1.5,,,4.5,,,,,Pl. 22,
Oberstimm,B0107,27.990010,188.77850,83.08813,1.00,combat dress,DE,Copper alloy,,"Armour, buckles",,,Small bronze buckle from a 'lorica segmentata' cuirass; round-sectioned  buckle bow; narrow rectangular fitting with flat rivet shaft with spherical head. Remains of leather preserved.  ,,"1975, 302 ",302,,,,Period 1d?,ZP1D,P1,Street,Finds complex 105,"Fläche 27, Depression a",male,Ma,1.2; shaft: 1.8   ,,,3.3,,,,,Pl. 20,"Rheingönheim pl. 33.25, 28, 30, 31 (p.45 further literature). "
Oberstimm,B0008,4.991020,105.42323,79.38580,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron lance point; willow leaf-shaped leaf with central rib; thin socket broken.  ,,"1975, 64 ",64,,beneath Planum 1,,Period 1-2,P1_2,P1_2,1,,"Fläche 4, eastern part",male,Ma,max. 4.2   ,,,16.6,,,,,Pl. 17,
Oberstimm,B0004,4.991040,90.15022,74.04700,1.00,combat equipment,E,Iron,,Javelins and lances,,,"long, thin iron lance point; leaf of rhomboid section;  long closed socket.    ",,"1975, 66 ",66,,beneath Planum 1,,Period 1-2,P1_2,P1_2,1,,"Fläche 4, southwest corner",male,Ma,max. 5   ,,,36.2,,,,,Pl. 17,"Aislingen pl.27.17-18. - Augsburg pl. 6.1.22; 18.1.45. - Burghöfe pl. 53.5. - Haltern: Mitt. Alt.Komm. Westfalen 2, 1901, pl. 24.11.12. - Hofheim pl. 17.11, 14, 16 .-  Rheingönheim pl. 46.39-41."
Oberstimm,B0045,6.991030,140.88686,116.55858,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point; point of hexagonal section.. long, thin slit socket.  ",,"1975, 89 ",89,,Planum 1,,Period 1-2,P1_2,P1_2,7_8,,"Fläche 6, from old excavation trench of H. Witz",male,Ma,,,,6.1; point: 2.8 ,,,,,Pl. 18,
