89,76,undirected,01LandOfSoviets
89,76,undirected,02Congo
89,02,undirected,02Congo
89,88,undirected,02Congo
76,02,undirected,02Congo
76,88,undirected,02Congo
02,88,undirected,02Congo
89,76,undirected,03America
89,14,undirected,03America
89,02,undirected,03America
89,71,undirected,03America
76,14,undirected,03America
76,02,undirected,03America
76,71,undirected,03America
14,02,undirected,03America
14,71,undirected,03America
02,71,undirected,03America
89,76,undirected,04CigarsOfPharaoh
89,88,undirected,04CigarsOfPharaoh
89,77,undirected,04CigarsOfPharaoh
89,82,undirected,04CigarsOfPharaoh
89,84,undirected,04CigarsOfPharaoh
89,04,undirected,04CigarsOfPharaoh
89,71,undirected,04CigarsOfPharaoh
89,60,undirected,04CigarsOfPharaoh
89,57,undirected,04CigarsOfPharaoh
89,45,undirected,04CigarsOfPharaoh
76,88,undirected,04CigarsOfPharaoh
76,77,undirected,04CigarsOfPharaoh
76,82,undirected,04CigarsOfPharaoh
76,84,undirected,04CigarsOfPharaoh
76,04,undirected,04CigarsOfPharaoh
76,71,undirected,04CigarsOfPharaoh
76,60,undirected,04CigarsOfPharaoh
76,57,undirected,04CigarsOfPharaoh
76,45,undirected,04CigarsOfPharaoh
88,77,undirected,04CigarsOfPharaoh
88,82,undirected,04CigarsOfPharaoh
88,84,undirected,04CigarsOfPharaoh
88,04,undirected,04CigarsOfPharaoh
88,71,undirected,04CigarsOfPharaoh
88,60,undirected,04CigarsOfPharaoh
88,57,undirected,04CigarsOfPharaoh
88,45,undirected,04CigarsOfPharaoh
77,82,undirected,04CigarsOfPharaoh
77,84,undirected,04CigarsOfPharaoh
77,04,undirected,04CigarsOfPharaoh
77,71,undirected,04CigarsOfPharaoh
77,60,undirected,04CigarsOfPharaoh
77,57,undirected,04CigarsOfPharaoh
77,45,undirected,04CigarsOfPharaoh
82,84,undirected,04CigarsOfPharaoh
82,04,undirected,04CigarsOfPharaoh
82,71,undirected,04CigarsOfPharaoh
82,60,undirected,04CigarsOfPharaoh
82,57,undirected,04CigarsOfPharaoh
82,45,undirected,04CigarsOfPharaoh
84,04,undirected,04CigarsOfPharaoh
84,71,undirected,04CigarsOfPharaoh
84,60,undirected,04CigarsOfPharaoh
84,57,undirected,04CigarsOfPharaoh
84,45,undirected,04CigarsOfPharaoh
04,71,undirected,04CigarsOfPharaoh
04,60,undirected,04CigarsOfPharaoh
04,57,undirected,04CigarsOfPharaoh
04,45,undirected,04CigarsOfPharaoh
71,60,undirected,04CigarsOfPharaoh
71,57,undirected,04CigarsOfPharaoh
71,45,undirected,04CigarsOfPharaoh
60,57,undirected,04CigarsOfPharaoh
60,45,undirected,04CigarsOfPharaoh
57,45,undirected,04CigarsOfPharaoh
89,76,undirected,05BlueLotus
89,88,undirected,05BlueLotus
89,45,undirected,05BlueLotus
89,18,undirected,05BlueLotus
89,91,undirected,05BlueLotus
89,33,undirected,05BlueLotus
89,25,undirected,05BlueLotus
89,50,undirected,05BlueLotus
89,82,undirected,05BlueLotus
89,91,undirected,05BlueLotus
76,88,undirected,05BlueLotus
76,45,undirected,05BlueLotus
76,18,undirected,05BlueLotus
76,91,undirected,05BlueLotus
76,33,undirected,05BlueLotus
76,25,undirected,05BlueLotus
76,50,undirected,05BlueLotus
76,82,undirected,05BlueLotus
76,91,undirected,05BlueLotus
88,45,undirected,05BlueLotus
88,18,undirected,05BlueLotus
88,91,undirected,05BlueLotus
88,33,undirected,05BlueLotus
88,25,undirected,05BlueLotus
88,50,undirected,05BlueLotus
88,82,undirected,05BlueLotus
88,91,undirected,05BlueLotus
45,18,undirected,05BlueLotus
45,91,undirected,05BlueLotus
45,33,undirected,05BlueLotus
45,25,undirected,05BlueLotus
45,50,undirected,05BlueLotus
45,82,undirected,05BlueLotus
45,91,undirected,05BlueLotus
18,91,undirected,05BlueLotus
18,33,undirected,05BlueLotus
18,25,undirected,05BlueLotus
18,50,undirected,05BlueLotus
18,82,undirected,05BlueLotus
18,91,undirected,05BlueLotus
91,33,undirected,05BlueLotus
91,25,undirected,05BlueLotus
91,50,undirected,05BlueLotus
91,82,undirected,05BlueLotus
91,91,undirected,05BlueLotus
33,25,undirected,05BlueLotus
33,50,undirected,05BlueLotus
33,82,undirected,05BlueLotus
33,91,undirected,05BlueLotus
25,50,undirected,05BlueLotus
25,82,undirected,05BlueLotus
25,91,undirected,05BlueLotus
50,82,undirected,05BlueLotus
50,91,undirected,05BlueLotus
82,91,undirected,05BlueLotus
89,76,undirected,06BrokenEar
89,05,undirected,06BrokenEar
89,31,undirected,06BrokenEar
89,32,undirected,06BrokenEar
89,90,undirected,06BrokenEar
89,23,undirected,06BrokenEar
89,10,undirected,06BrokenEar
89,59,undirected,06BrokenEar
89,73,undirected,06BrokenEar
89,80,undirected,06BrokenEar
89,88,undirected,06BrokenEar
89,64,undirected,06BrokenEar
76,05,undirected,06BrokenEar
76,31,undirected,06BrokenEar
76,32,undirected,06BrokenEar
76,90,undirected,06BrokenEar
76,23,undirected,06BrokenEar
76,10,undirected,06BrokenEar
76,59,undirected,06BrokenEar
76,73,undirected,06BrokenEar
76,80,undirected,06BrokenEar
76,88,undirected,06BrokenEar
76,64,undirected,06BrokenEar
05,31,undirected,06BrokenEar
05,32,undirected,06BrokenEar
05,90,undirected,06BrokenEar
05,23,undirected,06BrokenEar
05,10,undirected,06BrokenEar
05,59,undirected,06BrokenEar
05,73,undirected,06BrokenEar
05,80,undirected,06BrokenEar
05,88,undirected,06BrokenEar
05,64,undirected,06BrokenEar
31,32,undirected,06BrokenEar
31,90,undirected,06BrokenEar
31,23,undirected,06BrokenEar
31,10,undirected,06BrokenEar
31,59,undirected,06BrokenEar
31,73,undirected,06BrokenEar
31,80,undirected,06BrokenEar
31,88,undirected,06BrokenEar
31,64,undirected,06BrokenEar
32,90,undirected,06BrokenEar
32,23,undirected,06BrokenEar
32,10,undirected,06BrokenEar
32,59,undirected,06BrokenEar
32,73,undirected,06BrokenEar
32,80,undirected,06BrokenEar
32,88,undirected,06BrokenEar
32,64,undirected,06BrokenEar
90,23,undirected,06BrokenEar
90,10,undirected,06BrokenEar
90,59,undirected,06BrokenEar
90,73,undirected,06BrokenEar
90,80,undirected,06BrokenEar
90,88,undirected,06BrokenEar
90,64,undirected,06BrokenEar
23,10,undirected,06BrokenEar
23,59,undirected,06BrokenEar
23,73,undirected,06BrokenEar
23,80,undirected,06BrokenEar
23,88,undirected,06BrokenEar
23,64,undirected,06BrokenEar
10,59,undirected,06BrokenEar
10,73,undirected,06BrokenEar
10,80,undirected,06BrokenEar
10,88,undirected,06BrokenEar
10,64,undirected,06BrokenEar
59,73,undirected,06BrokenEar
59,80,undirected,06BrokenEar
59,88,undirected,06BrokenEar
59,64,undirected,06BrokenEar
73,80,undirected,06BrokenEar
73,88,undirected,06BrokenEar
73,64,undirected,06BrokenEar
80,88,undirected,06BrokenEar
80,64,undirected,06BrokenEar
88,64,undirected,06BrokenEar
89,76,undirected,07BlackIsland
89,88,undirected,07BlackIsland
89,27,undirected,07BlackIsland
89,69,undirected,07BlackIsland
89,39,undirected,07BlackIsland
89,20,undirected,07BlackIsland
76,88,undirected,07BlackIsland
76,27,undirected,07BlackIsland
76,69,undirected,07BlackIsland
76,39,undirected,07BlackIsland
76,20,undirected,07BlackIsland
88,27,undirected,07BlackIsland
88,69,undirected,07BlackIsland
88,39,undirected,07BlackIsland
88,20,undirected,07BlackIsland
27,69,undirected,07BlackIsland
27,39,undirected,07BlackIsland
27,20,undirected,07BlackIsland
69,39,undirected,07BlackIsland
69,20,undirected,07BlackIsland
39,20,undirected,07BlackIsland
89,76,undirected,08KingOttokarsSceptre
89,88,undirected,08KingOttokarsSceptre
89,65,undirected,08KingOttokarsSceptre
89,42,undirected,08KingOttokarsSceptre
89,21,undirected,08KingOttokarsSceptre
89,11,undirected,08KingOttokarsSceptre
89,37,undirected,08KingOttokarsSceptre
89,55,undirected,08KingOttokarsSceptre
76,88,undirected,08KingOttokarsSceptre
76,65,undirected,08KingOttokarsSceptre
76,42,undirected,08KingOttokarsSceptre
76,21,undirected,08KingOttokarsSceptre
76,11,undirected,08KingOttokarsSceptre
76,37,undirected,08KingOttokarsSceptre
76,55,undirected,08KingOttokarsSceptre
88,65,undirected,08KingOttokarsSceptre
88,42,undirected,08KingOttokarsSceptre
88,21,undirected,08KingOttokarsSceptre
88,11,undirected,08KingOttokarsSceptre
88,37,undirected,08KingOttokarsSceptre
88,55,undirected,08KingOttokarsSceptre
65,42,undirected,08KingOttokarsSceptre
65,21,undirected,08KingOttokarsSceptre
65,11,undirected,08KingOttokarsSceptre
65,37,undirected,08KingOttokarsSceptre
65,55,undirected,08KingOttokarsSceptre
42,21,undirected,08KingOttokarsSceptre
42,11,undirected,08KingOttokarsSceptre
42,37,undirected,08KingOttokarsSceptre
42,55,undirected,08KingOttokarsSceptre
21,11,undirected,08KingOttokarsSceptre
21,37,undirected,08KingOttokarsSceptre
21,55,undirected,08KingOttokarsSceptre
11,37,undirected,08KingOttokarsSceptre
11,55,undirected,08KingOttokarsSceptre
37,55,undirected,08KingOttokarsSceptre
89,76,undirected,09CrabWithGoldenClaws
89,17,undirected,09CrabWithGoldenClaws
89,88,undirected,09CrabWithGoldenClaws
89,58,undirected,09CrabWithGoldenClaws
89,04,undirected,09CrabWithGoldenClaws
89,55,undirected,09CrabWithGoldenClaws
89,15,undirected,09CrabWithGoldenClaws
76,17,undirected,09CrabWithGoldenClaws
76,88,undirected,09CrabWithGoldenClaws
76,58,undirected,09CrabWithGoldenClaws
76,04,undirected,09CrabWithGoldenClaws
76,55,undirected,09CrabWithGoldenClaws
76,15,undirected,09CrabWithGoldenClaws
17,88,undirected,09CrabWithGoldenClaws
17,58,undirected,09CrabWithGoldenClaws
17,04,undirected,09CrabWithGoldenClaws
17,55,undirected,09CrabWithGoldenClaws
17,15,undirected,09CrabWithGoldenClaws
88,58,undirected,09CrabWithGoldenClaws
88,04,undirected,09CrabWithGoldenClaws
88,55,undirected,09CrabWithGoldenClaws
88,15,undirected,09CrabWithGoldenClaws
58,04,undirected,09CrabWithGoldenClaws
58,55,undirected,09CrabWithGoldenClaws
58,15,undirected,09CrabWithGoldenClaws
04,55,undirected,09CrabWithGoldenClaws
04,15,undirected,09CrabWithGoldenClaws
55,15,undirected,09CrabWithGoldenClaws
89,76,undirected,10ShootingStar
89,17,undirected,10ShootingStar
89,88,undirected,10ShootingStar
89,53,undirected,10ShootingStar
89,16,undirected,10ShootingStar
89,67,undirected,10ShootingStar
89,63,undirected,10ShootingStar
89,66,undirected,10ShootingStar
89,12,undirected,10ShootingStar
76,17,undirected,10ShootingStar
76,88,undirected,10ShootingStar
76,53,undirected,10ShootingStar
76,16,undirected,10ShootingStar
76,67,undirected,10ShootingStar
76,63,undirected,10ShootingStar
76,66,undirected,10ShootingStar
76,12,undirected,10ShootingStar
17,88,undirected,10ShootingStar
17,53,undirected,10ShootingStar
17,16,undirected,10ShootingStar
17,67,undirected,10ShootingStar
17,63,undirected,10ShootingStar
17,66,undirected,10ShootingStar
17,12,undirected,10ShootingStar
88,53,undirected,10ShootingStar
88,16,undirected,10ShootingStar
