ID Glass,Archive no,Manufacture method,Colour,Area,Context,Context code,Context ID,Military catalogue number,Military page number,Military figure,Baths&M catalogue number,Baths&M page number,Baths&M figure
1293,"418b","Blown","Blue/green bottle",63,15,63.015,2103,0,0,,88,172,
1294,"418c","Blown","Blue/green bottle",98,87,98.087,4381,0,0,,626,176,
1295,418d,"Blown","Blue/green bottle",84,48,84.048,2838,0,0,,862,179,
1296,"418e","Blown","Blue/green bottle",84,49,84.049,2839,0,0,,863,179,
1297,"418g","Blown","Blue/green bottle",41,6,41.006,6580,243,252,,,,
1298,"418h","Blown","Blue/green bottle",81,15,81.015,6628,243,252,,,,
1299,"418i","Blown","Blue/green bottle",84,360,84.36,6661,243,252,,,,
1300,"418j","Blown","Blue/green bottle",92,20,92.02,3814,243,252,,981,181,
1301,"418k","Blown","Blue/green bottle",91,191,91.191,3771,0,0,,89,172,
1302,"418l","Blown","Blue/green bottle",93,5,93.005,6694,0,0,,,,
1303,"418m","Blown","Blue/green bottle",93,6,93.006,6695,0,0,,,,
1304,"418n","Blown","Blue/green bottle",98,87,98.087,4381,0,0,,627,176,
1305,"418o","Blown","Blue/green bottle",98,148,98.148,4441,0,0,,90,172,
1306,"418p","Blown","Blue/green bottle",83,534,83.534,2740,0,0,,864,179,
1307,"418q","Blown","Blue/green bottle",84,52,84.052,2842,0,0,,865,179,
1308,"418r","Blown","Blue/green bottle",85,137,85.137,3048,0,0,,866,179,
1309,"418s","Blown","Blue/green bottle",93,1,93.001,3836,0,0,,867,179,
1310,"418t","Blown","Blue/green bottle",98,77,98.077,4371,0,0,,628,176,
1311,"418u","Blown","Blue/green bottle",98,52,98.052,4346,0,0,,629,176,
1312,"418v","Blown","Blue/green bottle",98,105,98.105,4399,0,0,,91,172,
1313,419,"Blown","Blue/green bottle",0,0,0.0,7001,244,252,6.7,,,
1314,420,"Cast","Dark yellow/brown",80,206,80.206,6039,12,243,6.2,,,
1315,421,"Cast","Blue/green",84,235,84.235,6644,40,243,,,,
1316,422,"Cast","Peacock",90,139,90.139,3454,45,244,6.2,,,
1317,423,"Cast","Colourless",91,138,91.138,3731,55,244,6.4,2,,4.37
1318,424,"Mould blown","Blue/green",80,181,80.181,2524,71,245,6.4,,,
1319,425,"Blown","Yellow/brown",84,216,84.216,6643,105,246,,,,
1320,426,"Blown","Pale green",84,0,84.0,7000,0,0,,687,177,
1321,"426b","Blown","Pale green",80,179,80.179,2522,0,0,,145,172,
1322,427,"Blown","Pale green",84,201,84.201,2920,0,0,,689,177,
1323,428,"Blown","Colourless",97,72,97.072,4065,0,0,,167,173,
1324,"428b","Blown","Colourless",90,100,90.1,3415,0,0,,182,173,
1325,"428c","Blown","Colourless",90,116,90.116,3431,0,0,,179,173,
1326,428d,"Blown","Colourless",98,21,98.021,4315,0,0,,172,173,
1327,"428e","Blown","Colourless",90,125,90.125,3440,0,0,,173,173,
1328,428f,"Blown","Colourless",90,144,90.144,3459,0,0,,174,173,
1329,429,"Blown","Colourless",98,40,98.04,4334,0,0,,186,173,4.40
1330,430,"Blown","Colourless",98,40,98.04,4334,0,0,,187,173,
1331,431,"Blown","Colourless",90,100,90.1,3415,0,0,,185,173,
1332,432,"Blown","Colourless",98,40,98.04,4334,0,0,,194,173,
1333,433,"Blown","Colourless",97,100,97.1,4091,0,0,,196,173,4.40
1334,434,"Blown","Colourless",98,20,98.02,4314,0,0,,204,173,
1335,435,"Blown","Colourless",90,125,90.125,3440,0,0,,215,173,
1336,436,"Blown","Colourless",97,52,97.052,4045,0,0,,205,173,
1337,437,"Blown","Blue/green",84,237,84.237,6645,172,249,,,,
1338,438,"Blown","Blue/green",90,125,90.125,3440,0,0,,283,174,4.44
1339,439,"Blown","Blue/green",98,40,98.04,4334,0,0,,284,174,
1340,440,"Blown","Blue/green",98,51,98.051,4345,0,0,,285,174,
1341,441,"Blown","Blue/green",84,216,84.216,6643,192,250,,,,
1342,442,"Blown","Blue/green",90,164,90.164,3479,0,0,,291,174,4.38
1343,443,"Blown","Blue/green",98,28,98.028,4322,0,0,,288,174,4.38
1344,444,"Blown","Blue/green",97,121,97.121,4112,186,250,6.6,295,174,
1345,445,"Blown","Blue/green",91,93,91.093,3706,0,0,,731,178,4.40
1346,446,"Blown","Blue/green",80,199,80.199,6623,199,250,,,,
1347,447,"Blown","Blue/green",98,28,98.028,4322,0,0,,293,174,4.38
1348,448,"Blown","Blue/green",98,20,98.02,4314,0,0,,327,175,
1349,449,"Blown","Blue/green",90,0,90.0,7000,0,0,,336,175,
1350,450,"Blown","Blue/green",90,88,90.088,3403,0,0,,314,174,
1351,451,"Blown","Blue/green",91,85,91.085,3699,0,0,,44,171,
1352,452,"Blown","Blue/green bottle",97,121,97.121,4112,0,0,,482,175,4.41
1353,"452b","Blown","Blue/green bottle",97,121,97.121,4112,0,0,,486,175,
1354,"452c","Blown","Blue/green bottle",97,121,97.121,4112,0,0,,487,175,
1355,452d,"Blown","Blue/green bottle",98,0,98.0,7000,0,0,,496,175,
1356,453,"Blown","Blue/green bottle",98,29,98.029,4323,0,0,,510,175,
1357,454,"Blown","Blue/green bottle",98,28,98.028,4322,0,0,,509,175,4.41
1358,"454b","Blown","Blue/green bottle",90,56,90.056,3371,0,0,,510,175,
1359,"454c","Blown","Blue/green bottle",91,93,91.093,3706,0,0,,804,178,
1360,454d,"Blown","Blue/green bottle",98,49,98.049,4243,0,0,,511,175,
1361,"454e","Blown","Blue/green bottle",90,163,90.163,3478,0,0,,512,175,
1362,454f,"Blown","Blue/green bottle",90,144,90.144,3459,0,0,,513,175,
1363,"454g","Blown","Blue/green bottle",98,60,98.06,4354,0,0,,514,175,
1364,"454h","Blown","Blue/green bottle",97,133,97.133,4124,0,0,,515,175,
1365,"454i","Blown","Blue/green bottle",80,71,80.071,2419,0,0,,516,175,
1366,"454j","Blown","Blue/green bottle",90,141,90.141,3456,0,0,,517,175,
1367,"454k","Blown","Blue/green bottle",90,0,90.0,7000,0,0,,518,175,
1368,455,"Blown","Blue/green bottle",97,100,97.1,4091,0,0,,519,175,
1369,456,"Blown","Blue/green bottle",80,178,80.178,2521,0,0,,523,175,
1370,457,"Blown","Blue/green bottle",84,108,84.108,6635,236,251,,,,
1371,458,"Blown","Blue/green bottle",90,101,90.101,3416,0,0,,527,176,4.42
1372,"458b","Blown","Blue/green bottle",84,124,84.124,6637,0,0,,,,
1373,"458c","Blown","Blue/green bottle",91,93,91.093,3706,0,0,,819,179,
1374,458d,"Blown","Blue/green bottle",84,137,84.137,2887,0,0,,817,179,
1375,459,"Blown","Blue/green bottle",90,82,90.082,3397,0,0,,530,176,4.43
1376,"460a","Blown","Blue/green bottle",80,71,80.071,2419,0,0,,546,176,
1377,"460b","Blown","Blue/green bottle",84,106,84.106,2871,0,0,,828,179,
1378,"460c","Blown","Blue/green bottle",84,137,84.137,2887,0,0,,829,179,
1379,460d,"Blown","Blue/green bottle",84,246,84.246,6649,0,0,,,,
1380,"460e","Blown","Blue/green bottle",90,101,90.101,3416,0,0,,547,176,
1381,460f,"Blown","Blue/green bottle",90,95,90.095,3410,0,0,,548,176,
1382,"460g","Blown","Blue/green bottle",97,100,97.1,4091,0,0,,549,176,
1383,"460h","Blown","Blue/green bottle",98,20,98.02,4314,0,0,,550,176,
1384,"460i","Blown","Blue/green bottle",98,21,98.021,4315,0,0,,551,176,
1385,"460j","Blown","Blue/green bottle",98,48,98.048,4342,0,0,,552,176,
1386,"460k","Blown","Blue/green bottle",84,107,84.107,6634,0,0,,,,
1387,"460l","Blown","Blue/green bottle",84,251,84.251,6651,0,0,,,,
1388,"460m","Blown","Blue/green bottle",91,181,91.181,3763,0,0,,86,172,
1389,"460n","Blown","Blue/green bottle",97,133,97.133,4124,0,0,,610,176,
1390,"460o","Blown","Blue/green bottle",80,74,80.074,2422,0,0,,611,176,
1391,"460p","Blown","Blue/green bottle",80,179,80.179,2522,0,0,,612,176,
1392,"460q","Blown","Blue/green bottle",80,182,80.182,2525,0,0,,613,176,
1393,"460r","Blown","Blue/green bottle",84,106,84.106,2871,0,0,,858,179,
1394,"460s","Blown","Blue/green bottle",84,137,84.137,2887,0,0,,859,179,
1395,"460t","Blown","Blue/green bottle",87,100,87.1,3185,0,0,,860,179,
1396,"460u","Blown","Blue/green bottle",90,51,90.051,3366,0,0,,614,176,
1397,"460v","Blown","Blue/green bottle",90,101,90.101,3416,0,0,,615,176,
1398,"460w","Blown","Blue/green bottle",90,116,90.116,3431,0,0,,616,176,
1399,"460x","Blown","Blue/green bottle",90,125,90.125,3440,0,0,,617,176,
1400,"460y","Blown","Blue/green bottle",90,128,90.128,3443,0,0,,618,176,
1401,"460z","Blown","Blue/green bottle",90,163,90.163,3478,0,0,,619,176,
1402,"460aa","Blown","Blue/green bottle",91,175,91.175,3757,0,0,,87,172,
1403,"460ab","Blown","Blue/green bottle",91,503,91.503,3780,0,0,,861,179,
1404,"460ac","Blown","Blue/green bottle",97,100,97.1,4091,0,0,,620,176,
1405,"460ad","Blown","Blue/green bottle",97,121,97.121,4112,0,0,,621,176,
1406,"460ae","Blown","Blue/green bottle",98,28,98.028,4322,0,0,,622,176,
1407,"460af","Blown","Blue/green bottle",98,40,98.04,4334,0,0,,623,176,
1408,"460ag","Blown","Blue/green bottle",80,0,80.0,7000,0,0,,624,176,
1409,"460ah","Blown","Blue/green bottle",90,0,90.0,7000,0,0,,625,176,
1410,"461a","Blown","Blue/green bottle",91,137,91.137,3730,0,0,,92,172,
1411,"461b","Blown","Blue/green bottle",91,181,91.181,3763,0,0,,93,172,
1412,"461c","Blown","Blue/green bottle",91,191,91.191,3771,0,0,,94,172,
1413,461d,"Blown","Blue/green bottle",97,133,97.133,4124,0,0,,868,179,
1414,"461e","Blown","Blue/green bottle",87,100,87.1,3185,0,0,,630,176,
1415,461f,"Blown","Blue/green bottle",90,100,90.1,3415,0,0,,631,176,
1416,462,"Blown","Blue/green bottle",98,21,98.021,4315,0,0,,,,
1417,463,"Blown","Black",90,100,90.1,3415,0,0,,113,,
1418,464,"Blown","Greenish colourless bubbly",82,11,82.011,2607,0,0,,1072,183,4.45
1419,465,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
1420,466,"Blown","Greenish colourless bubbly",90,29,90.029,3344,0,0,,632,176,4.45
1421,467,"Blown","Greenish colourless bubbly",97,121,97.121,4112,0,0,,633,176,4.45
1422,"467b","Blown","Greenish colourless bubbly",90,179,90.179,3494,0,0,,633,176,
1423,468,"Blown","Greenish colourless bubbly",47,15,47.015,1428,0,0,,982,181,4.45
1424,469,"Blown","Greenish colourless bubbly",91,94,91.094,3707,0,0,,869,179,4.45
1425,470,"Blown","Greenish colourless bubbly",90,14,90.014,3329,0,0,,634,176,
1426,471,"Blown","Greenish colourless bubbly",41,26,41.026,1333,0,0,,983,181,4.45
1427,472,"Blown","Greenish colourless bubbly",90,14,90.014,3329,0,0,,635,176,
1428,"472b","Blown","Greenish colourless bubbly",84,49,84.049,2839,0,0,,870,179,
1429,"472c","Blown","Greenish colourless bubbly",98,3,98.003,4297,0,0,,636,176,
1430,473,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
1431,474,"Blown","Greenish colourless bubbly",90,14,90.014,3329,0,0,,637,176,
1432,475,"Blown","Greenish colourless bubbly",91,55,91.055,3671,0,0,,871,179,
1433,476,"Blown","Greenish colourless bubbly",51,2,51.002,6592,0,0,,,,
1434,476,"Blown","Greenish colourless bubbly",51,3,51.003,1726,0,0,,984,181,4.45
1435,"476b","Blown","Greenish colourless bubbly",97,101,97.101,4092,0,0,,638,176,
1436,477,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
1437,478,"Blown","Greenish colourless bubbly",90,0,90.0,7000,0,0,,639,176,4.45
1438,479,"Blown","Greenish colourless bubbly",90,29,90.029,3344,0,0,,640,176,4.45
1439,480,"Blown","Greenish colourless bubbly",90,56,90.056,3371,0,0,,641,176,4.45
1440,481,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
1441,482,"Blown","Greenish colourless bubbly",70,2,70.002,2267,0,0,,985,181,
1442,483,"Blown","Greenish colourless bubbly",97,121,97.121,4112,0,0,,642,176,
1443,484,"Blown","Greenish colourless bubbly",50,26,50.026,1690,0,0,,,,
1444,485,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
1445,486,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,986,181,4.45
1446,487,"Blown","Greenish colourless bubbly",90,51,90.051,3366,0,0,,643,177,
1447,488,"Blown","Greenish colourless bubbly",90,0,90.0,7000,0,0,,,,
1448,489,"Blown","Greenish colourless bubbly",82,1,82.001,2597,0,0,,644,177,
1449,490,"Blown","Greenish colourless bubbly",70,1,70.001,2266,0,0,,1073,183,4.46
1450,491,"Blown","Greenish colourless bubbly",90,0,90.0,7000,0,0,,645,177,4.46
1451,492,"Blown","Greenish colourless bubbly",96,21,96.021,3840,0,0,,987,181,4.46
1452,493,"Blown","Greenish colourless bubbly",90,9,90.009,3324,0,0,,646,177,
1453,"493b","Blown","Greenish colourless bubbly",90,35,90.035,3350,0,0,,647,177,
1454,494,"Blown","Greenish colourless bubbly",58,5,58.005,1982,0,0,,1074,183,4.46
1455,495,"Blown","Greenish colourless bubbly",85,227,85.227,3082,0,0,,872,179,
1456,"495b","Blown","Greenish colourless bubbly",90,35,90.035,3350,0,0,,648,177,
1457,"495c","Blown","Greenish colourless bubbly",90,0,90.0,7000,0,0,,649,177,
1458,495d,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
1459,496,"Blown","Greenish colourless bubbly",91,56,91.056,3672,0,0,,873,179,
1460,497,"Blown","Greenish colourless bubbly",96,21,96.021,3840,0,0,,650,177,
1461,498,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
1462,499,"Blown","Greenish colourless bubbly",96,21,96.021,3840,0,0,,651,177,4.46
1463,"499b","Blown","Greenish colourless bubbly",85,112,85.112,3024,0,0,,874,179,
1464,"499c","Blown","Greenish colourless bubbly",90,7,90.007,3322,0,0,,652,177,
1465,500,"Blown","Greenish colourless bubbly",80,3,80.003,2352,0,0,,653,177,
1466,501,"Blown","Greenish colourless bubbly",90,87,90.087,3402,0,0,,654,177,
1467,502,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
1468,503,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
1469,"503b","Blown","Greenish colourless bubbly",90,21,90.021,3336,0,0,,655,177,
1470,504,"Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
1471,"504b","Blown","Greenish colourless bubbly",98,138,98.138,4431,0,0,,657,,
1472,"504c","Blown","Greenish colourless bubbly",80,7,80.007,2356,0,0,,658,,
1473,504d,"Blown","Greenish colourless bubbly",90,5,90.005,3320,0,0,,659,,
1474,"504e","Blown","Greenish colourless bubbly",90,7,90.007,3322,0,0,,660,,
1475,504f,"Blown","Greenish colourless bubbly",90,9,90.009,3324,0,0,,661,,
1476,"504g","Blown","Greenish colourless bubbly",90,33,90.033,3348,0,0,,662,,
1477,"504h","Blown","Greenish colourless bubbly",90,0,90.0,7000,0,0,,663,,
1478,"504i","Blown","Greenish colourless bubbly",58,2,58.002,1979,0,0,,1075,,
1479,"504j","Blown","Greenish colourless bubbly",91,55,91.055,3671,0,0,,875,,
1480,"504j","Blown","Greenish colourless bubbly",0,0,0.0,7001,0,0,,,,
224,118,"Blown","Yellow/green",97,156,97.156,4147,0,0,,21,171,
225,119,"Blown","Yellow/green",84,71,84.071,6625,136,247,6.5,,,
226,120,"Blown","Yellow/green",91,94,91.094,3707,0,0,,690,177,
227,"120b","Blown","Yellow/green",91,110,91.11,6677,137,247,,,,
228,121,"Blown","Yellow/green",98,51,98.052,4346,0,0,,146,172,
229,"121b","Blown","Yellow/green",0,0,0.0,7001,0,0,,,,
230,122,"Blown","Yellow/green",84,357,84.357,6660,138,247,,,,
231,"122b","Blown","Yellow/green",72,67,72.067,5828,139,248,,,,
232,"122c","Blown","Yellow/green",84,410,84.41,6665,139,248,,,,
233,122d,"Blown","Yellow/green",85,70,85.07,6247,139,248,,,,
234,"122e","Blown","Yellow/green",85,238,85.238,3089,139,248,,22,,
235,122f,"Blown","Yellow/green",84,71,84.071,6625,139,248,,,,
236,"122g","Blown","Yellow/green",98,196,98.196,6703,139,248,,,,
237,"122h","Blown","Yellow/green",77,8,77.008,6614,0,0,,,,
238,"122i","Blown","Yellow/green",98,119,98.119,4413,0,0,,23,,
239,"122j","Blown","Yellow/green",98,124,98.124,4418,0,0,,24,,
240,"122k","Blown","Yellow/green",98,132,98.132,4425,0,0,,25,,
241,"122l","Blown","Yellow/green",98,190,98.19,4478,0,0,,26,,
242,"122m","Blown","Yellow/green",84,63,84.063,2853,0,0,,691,,
243,"122n","Blown","Yellow/green",85,224,85.224,3079,0,0,,692,,
244,"122o","Blown","Yellow/green",86,40,86.04,3151,0,0,,693,,
245,"122p","Blown","Yellow/green",86,42,86.042,3153,0,0,,694,,
246,"122q","Blown","Yellow/green",90,174,90.174,3489,0,0,,147,,
247,"122r","Blown","Yellow/green",90,9,90.009,3324,0,0,,148,,
248,"122s","Blown","Yellow/green",67,72,67.072,6598,0,0,,,,
249,"122t","Blown","Yellow/green",83,530,83.53,2736,0,0,,695,,
250,"122u","Blown","Yellow/green",91,94,91.094,3707,0,0,,696,,
251,"122v","Blown","Yellow/green",98,52,98.052,4346,0,0,,149,,
252,"122w","Blown","Yellow/green",98,61,98.061,4355,0,0,,150,,
253,"122x","Blown","Yellow/green",98,173,98.173,4466,0,0,,27,,
254,"122y","Blown","Yellow/green",92,61,92.061,6436,139,248,,,,
255,"122z","Blown","Yellow/green",98,87,98.087,4381,0,0,,154,,
256,"122aa","Blown","Yellow/green",98,132,98.132,4425,0,0,,28,,
257,"122ab","Blown","Yellow/green",98,154,98.154,4447,0,0,,29,,
258,"122ac","Blown","Yellow/green",98,165,98.165,4458,0,0,,30,,
259,"122ad","Blown","Yellow/green",83,534,83.534,2740,0,0,,697,,
260,"122ae","Blown","Yellow/green",85,224,85.224,3079,0,0,,698,,
261,"122af","Blown","Yellow/green",90,35,90.035,3350,0,0,,155,,
262,"122ag","Blown","Yellow/green",83,526,83.526,2732,0,0,,699,,
263,"122ah","Blown","Yellow/green",90,217,90.217,3530,0,0,,156,,
264,"122ai","Blown","Yellow/green",98,93,98.093,4387,0,0,,157,,
265,"122aj","Blown","Yellow/green",98,0,98.0,7000,0,0,,158,,
266,"122ak","Blown","Yellow/green",90,33,90.033,3348,0,0,,151,,
267,"122al","Blown","Yellow/green",90,56,90.056,3371,0,0,,152,,
268,"122am","Blown","Yellow/green",90,118,90.118,3433,0,0,,153,,
269,123,"Blown","Colourless",91,94,91.094,3707,140,248,6.5,700,,4.37
270,124,"Blown","Colourless",91,94,91.094,3707,141,248,6.5,701,,
271,125,"Blown","Colourless",90,169,90.169,3484,142,248,6.5,159,,4.37
272,"126b","Blown","Colourless",0,0,0.0,7001,144,248,,,,
273,127,"Blown","Colourless",10,25,10.025,6567,145,248,6.5,,,
274,128,"Blown","Colourless",81,15,81.015,6628,146,248,6.5,,,
275,129,"Blown","Colourless",91,117,91.117,3718,147,248,6.5,31,,4.37
276,130,"Blown","Colourless",6,37,6.037,6557,148,248,6.5,,,
277,131,"Blown","Colourless",90,178,90.178,3493,149,248,,160,,
278,132,"Blown","Colourless",43,6,43.006,1363,150,248,6.5,897,,4.37
279,133,"Blown","Colourless",83,523,83.523,2729,151,248,6.5,702,,4.37
280,134,"Blown","Colourless",53,11,53.011,6595,152,248,6.5,,,
281,135,"Blown","Colourless",5,38,5.038,238,153,248,6.5,,,
282,136,"Blown","Colourless",0,0,0.0,7001,154,248,6.5,,,
283,138,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
284,139,"Blown","Colourless",22,33,22.033,893,0,0,,1002,182,4.37
285,142,"Blown","Colourless",85,127,85.127,3039,0,0,,703,177,4.37
286,144,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
287,146,"Blown","Colourless",98,3,98.003,4297,0,0,,161,172,4.45
288,147,"Blown","Colourless",98,20,98.02,4314,0,0,,162,172,4.45
289,148,"Blown","Colourless",86,0,86.0,7000,0,0,,704,177,
290,149,"Blown","Colourless",80,117,80.117,2464,0,0,,163,172,
291,150,"Blown","Colourless",84,71,84.071,6625,156,248,6.5,,,
292,151,"Blown","Colourless",98,52,98.052,4346,157,248,6.5,164,,4.37
293,152,"Blown","Colourless",85,70,85.07,6247,158,248,6.5,,,
294,153,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
295,154,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
296,155,"Blown","Colourless",86,3,86.003,3114,0,0,,705,177,4.37
297,156,"Blown","Colourless",63,0,63.0,7000,0,0,,898,179,4.37
298,157,"Blown","Colourless",98,81,98.081,4375,0,0,,165,172,4.37
299,158,"Blown","Colourless",90,167,90.167,3482,0,0,,166,173,4.37
300,159,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
301,160,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
302,162,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
303,"162b","Blown","Colourless",58,9,58.009,1986,0,0,,1003,182,
304,163,"Blown","Colourless",90,205,90.205,3518,0,0,,168,173,
305,164,"Blown","Colourless",16,162,16.162,6571,0,0,,,,
306,165,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
307,166,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
308,167,"Blown","Colourless",98,20,98.02,4314,0,0,,169,173,
309,"167b","Blown","Colourless",90,144,90.144,3459,0,0,,170,173,
310,"167c","Blown","Colourless",84,143,84.143,6646,0,0,,,,
311,167d,"Blown","Colourless",97,119,97.119,4110,0,0,,171,173,
312,"167e","Blown","Colourless",0,0,0.0,7001,0,0,,,,
313,167f,"Blown","Colourless",90,29,90.029,3344,0,0,,175,173,
314,"167g","Blown","Colourless",90,204,90.204,3517,0,0,,176,173,
315,"167h","Blown","Colourless",90,205,90.205,3518,0,0,,177,173,
316,"167i","Blown","Colourless",90,207,90.207,3520,0,0,,178,173,
317,"167j","Blown","Colourless",0,0,0.0,7001,0,0,,,,
318,"167k","Blown","Colourless",98,69,98.069,4363,0,0,,180,173,
319,"167l","Blown","Colourless",98,106,98.106,4400,0,0,,181,173,
320,168,"Blown","Colourless",86,21,86.021,3132,0,0,,706,177,4.37
321,169,"Blown","Colourless",80,130,80.13,2476,0,0,,183,173,4.40
322,170,"Blown","Colourless",58,2,58.002,1979,0,0,,1004,182,4.40
323,171,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
324,"171b","Blown","Colourless",80,129,80.129,2475,0,0,,184,173,
325,"171c","Blown","Colourless",84,48,84.048,2838,0,0,,707,177,
326,172,"Blown","Colourless",83,503,83.503,2710,0,0,,708,177,4.40
327,173,"Blown","Colourless",22,0,22.0,7000,0,0,,1005,182,4.40
328,174,"Blown","Colourless",71,0,71.0,7000,0,0,,,,
329,175,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
330,176,"Blown","Colourless",86,0,86.0,7000,0,0,,709,177,
331,177,"Blown","Colourless",71,0,71.0,7000,0,0,,,,
332,"178b","Blown","Colourless",90,62,90.062,3377,0,0,,188,173,
333,179,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
334,180,"Blown","Colourless",98,81,98.081,4375,0,0,,189,173,
335,181,"Blown","Colourless",97,25,97.025,4018,0,0,,190,173,
336,182,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
337,"182b","Blown","Colourless",64,10,64.01,2122,0,0,,1006,182,
338,183,"Blown","Colourless",50,32,50.032,1693,0,0,,899,179,4.40
339,184,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
340,185,"Blown","Colourless",44,24,44.024,6585,0,0,,,,
341,186,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
342,"186b","Blown","Colourless",90,177,90.177,3492,0,0,,191,173,
343,"186c","Blown","Colourless",80,99,80.099,2446,0,0,,192,173,
344,187,"Blown","Colourless",86,21,86.021,3132,0,0,,710,178,4.45
345,188,"Blown","Colourless",98,61,98.061,4355,0,0,,193,173,
346,189,"Blown","Colourless",56,2,56.002,1862,0,0,,1007,182,4.40
347,"189b","Blown","Colourless",90,100,90.1,3415,0,0,,195,173,
348,190,"Blown","Colourless",80,3,80.003,2352,0,0,,197,173,
349,"190b","Blown","Colourless",86,3,86.003,3114,0,0,,711,178,
350,191,"Blown","Colourless",0,0,0.0,7001,159,249,,,,
351,192,"Blown","Colourless",0,0,0.0,7001,160,249,6.5,,,
352,193,"Blown","Colourless",84,103,84.103,2868,161,249,6.5,712,178,
353,194,"Blown","Colourless",90,56,90.056,3371,0,0,,198,173,
354,195,"Blown","Colourless",97,51,97.051,4044,0,0,,199,173,4.46
355,196,"Blown","Colourless",37,0,37.0,7000,0,0,,389,175,
356,197,"Blown","Colourless",98,88,98.088,4382,0,0,,200,173,
357,198,"Blown","Colourless",22,3,22.003,863,0,0,,1008,182,
358,199,"Blown","Colourless",62,1,62.001,2063,0,0,,1009,182,
359,"199b","Blown","Colourless",98,12,98.012,4306,0,0,,201,173,
360,200,"Blown","Colourless",90,179,90.179,3494,0,0,,202,173,
361,"200b","Blown","Colourless",98,20,98.02,4314,0,0,,203,173,
362,202,"Blown","Colourless",98,0,98.0,7000,0,0,,206,173,4.46
363,203,"Blown","Colourless",98,127,98.127,4421,0,0,,207,173,4.46
364,204,"Blown","Colourless",98,140,98.14,4433,0,0,,208,173,
365,"204b","Blown","Colourless",38,44,38.044,1255,0,0,,990,181,
366,"205b","Blown","Colourless",16,95,16.095,707,0,0,,1010,182,
367,"205c","Blown","Colourless",80,0,80.0,7000,0,0,,209,173,
368,205d,"Blown","Colourless",80,4,80.004,2353,0,0,,210,173,
369,"205e","Blown","Colourless",80,5,80.005,2354,0,0,,211,173,
370,206,"Blown","Colourless",33,0,33.0,7000,0,0,,900,180,
371,207,"Blown","Colourless",98,90,98.09,4384,0,0,,212,173,
372,"207b","Blown","Colourless",98,12,98.012,4306,0,0,,213,173,
373,"207c","Blown","Colourless",97,133,97.133,4124,0,0,,214,173,
374,208,"Blown","Colourless",29,8,29.008,1034,0,0,,216,173,
375,"208b","Blown","Colourless",90,204,90.204,3517,0,0,,217,173,
376,"208c","Blown","Colourless",97,133,97.133,4124,0,0,,218,173,
377,208d,"Blown","Colourless",90,95,90.095,3410,0,0,,219,173,
378,209,"Blown","Colourless",97,156,97.156,4147,0,0,,32,171,
379,210,"Blown","Colourless",0,0,0.0,7001,0,0,,,,
380,"210b","Blown","Colourless",51,21,51.021,1741,162,249,,33,,
381,"210c","Blown","Colourless",72,67,72.067,5828,162,249,,,,
382,210d,"Blown","Colourless",84,145,84.145,6639,162,249,,,,
383,"210e","Blown","Colourless",91,193,91.193,6678,162,249,,,,
384,210f,"Blown","Colourless",97,148,97.148,4139,0,0,,220,,
385,"210g","Blown","Colourless",98,87,98.087,4381,0,0,,221,,
386,"210h","Blown","Colourless",98,124,98.124,4418,0,0,,34,,
387,"210i","Blown","Colourless",98,143,98.143,4436,0,0,,35,,
388,"210j","Blown","Colourless",84,137,84.137,2887,0,0,,713,,
389,"210k","Blown","Colourless",90,174,90.174,3489,0,0,,222,,
390,"210l","Blown","Colourless",90,181,90.181,3496,0,0,,223,,
391,"210m","Blown","Colourless",90,222,90.222,3534,0,0,,224,,
392,"210n","Blown","Colourless",92,4,92.004,3800,0,0,,901,,
393,"210o","Blown","Colourless",98,77,98.077,4371,0,0,,225,,
394,"210p","Blown","Colourless",57,13,57.013,1933,0,0,,1012,,
395,"210q","Blown","Colourless",58,1,58.001,1978,0,0,,1013,,
