Xradiograph ID,XRadiograph plate,AML number
1437,"B3138",810979
1438,"B3138",810981
1439,"B3138",810983
1440,"B3138",810984
1441,"B3138",810982
1442,"B3139",810985
1443,"B3139",810986
1444,"B3139",810988
1445,"B3139",810989
1446,"B3139",810990
1447,"B3139",810992
1448,"B3139",810987
1449,"B3139",810991
1450,"B3139",810993
1451,"B3139",810994
1452,"B3139",810995
1453,"B3140",810996
1454,"B3140",810997
1455,"B3140",811003
1456,"B3140",810998
1457,"B3140",810999
1458,"B3140",811000
1459,"B3140",811001
1460,"B3140",811002
1461,"B3140",811004
1462,"B3141",811006
1463,"B3141",811005
1464,"B3142",811006
1465,"B3142",811007
1466,"B3142",811008
1467,"B3142",811009
1468,"B3142",811010
1469,"B3142",811011
1470,"B3142",811012
1471,"B3142",811013
1472,"B3143",811013
1473,"B3143",811014
1474,"B3143",811015
1475,"B3143",811016
1476,"B3143",811017
1477,"B3143",811018
1478,"B3143",811019
1479,"B3144",811019
1480,"B3145",811020
1481,"B3145",811022
1482,"B3145",811023
1483,"B3145",811024
1484,"B3145",811025
1485,"B3145",811021
1486,"B3145",811026
1487,"B3146",811027
1488,"B3146",811028
1489,"B3146",811029
1490,"B3146",811030
1491,"B3146",811031
1492,"B3146",811033
1493,"B3146",811032
1494,"B3146",811034
1495,"B3146",811035
1496,"B3146",811036
1497,"B3147",811037
1498,"B3147",811038
1499,"B3147",811039
1500,"B3147",811044
1501,"B3147",811040
1502,"B3147",811041
1503,"B3147",811042
1504,"B3147",811046
1505,"B3147",811047
1506,"B3147",811048
1507,"B3148",811045
1508,"B3662",801894
1509,"B3662",801897
1510,"B3662",801898
1511,"B3662",801896
1512,"B3855",811077
